GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - With an Internet subscription,Margin of Error; Total: - With an Internet subscription,Estimate; Total: - With an Internet subscription - Dial-up alone,Margin of Error; Total: - With an Internet subscription - Dial-up alone,"Estimate; Total: - With an Internet subscription - Broadband such as cable, fiber optic, or DSL","Margin of Error; Total: - With an Internet subscription - Broadband such as cable, fiber optic, or DSL",Estimate; Total: - With an Internet subscription - Satellite Internet service,Margin of Error; Total: - With an Internet subscription - Satellite Internet service,Estimate; Total: - With an Internet subscription - Other service,Margin of Error; Total: - With an Internet subscription - Other service,Estimate; Total: - Internet access without a subscription,Margin of Error; Total: - Internet access without a subscription,Estimate; Total: - No Internet access,Margin of Error; Total: - No Internet access
1400000US42001030101,42001030101,"Census Tract 301.01, Adams County, Pennsylvania",979,61,832,65,39,36,653,76,78,29,14,12,31,25,116,52
1400000US42001030102,42001030102,"Census Tract 301.02, Adams County, Pennsylvania",2135,123,1875,134,34,40,1558,168,76,63,16,25,76,51,184,101
1400000US42001030200,42001030200,"Census Tract 302, Adams County, Pennsylvania",1927,94,1394,110,52,24,1139,106,101,38,15,13,15,14,518,79
1400000US42001030300,42001030300,"Census Tract 303, Adams County, Pennsylvania",1512,101,1106,113,30,22,974,110,71,39,28,24,23,20,383,111
1400000US42001030400,42001030400,"Census Tract 304, Adams County, Pennsylvania",2298,162,1849,190,35,39,1616,171,88,65,23,37,81,81,368,134
1400000US42001030500,42001030500,"Census Tract 305, Adams County, Pennsylvania",1454,70,1038,68,16,12,902,70,77,27,14,12,70,36,346,66
1400000US42001030600,42001030600,"Census Tract 306, Adams County, Pennsylvania",1726,137,1289,111,25,23,1114,109,41,30,11,17,35,28,402,100
1400000US42001030700,42001030700,"Census Tract 307, Adams County, Pennsylvania",2635,283,2141,230,19,23,1869,211,253,68,11,10,68,47,426,129
1400000US42001030800,42001030800,"Census Tract 308, Adams County, Pennsylvania",2876,120,2280,111,34,22,1913,106,131,33,5,7,48,18,548,68
1400000US42001030900,42001030900,"Census Tract 309, Adams County, Pennsylvania",2909,159,2002,200,88,55,1616,169,153,76,0,15,119,62,788,157
1400000US42001031000,42001031000,"Census Tract 310, Adams County, Pennsylvania",661,45,540,53,3,7,480,56,16,18,0,10,7,10,114,31
1400000US42001031101,42001031101,"Census Tract 311.01, Adams County, Pennsylvania",2318,144,1650,166,17,29,1400,149,63,52,21,34,33,31,635,160
1400000US42001031102,42001031102,"Census Tract 311.02, Adams County, Pennsylvania",1306,67,1099,85,18,20,989,96,49,35,24,21,64,38,143,60
1400000US42001031201,42001031201,"Census Tract 312.01, Adams County, Pennsylvania",1534,91,1292,89,34,25,1166,91,84,45,0,10,34,34,208,75
1400000US42001031202,42001031202,"Census Tract 312.02, Adams County, Pennsylvania",1008,54,804,47,0,10,749,48,56,27,10,10,21,16,183,48
1400000US42001031203,42001031203,"Census Tract 312.03, Adams County, Pennsylvania",1199,50,1018,53,21,18,916,64,42,21,0,10,19,16,162,41
1400000US42001031300,42001031300,"Census Tract 313, Adams County, Pennsylvania",1843,99,1395,119,19,22,1088,129,100,52,21,24,73,53,375,104
1400000US42001031401,42001031401,"Census Tract 314.01, Adams County, Pennsylvania",1641,79,1382,93,10,17,1229,107,69,39,8,14,15,17,244,67
1400000US42001031402,42001031402,"Census Tract 314.02, Adams County, Pennsylvania",840,59,608,62,4,6,522,61,68,28,11,13,59,51,173,45
1400000US42001031501,42001031501,"Census Tract 315.01, Adams County, Pennsylvania",527,74,368,63,0,10,345,61,20,17,0,10,21,17,138,50
1400000US42001031502,42001031502,"Census Tract 315.02, Adams County, Pennsylvania",1758,159,1168,179,7,12,1015,155,51,36,23,28,58,37,532,118
1400000US42001031600,42001031600,"Census Tract 316, Adams County, Pennsylvania",2703,134,2394,133,39,30,2134,123,129,64,5,6,71,37,238,62
1400000US42001031700,42001031700,"Census Tract 317, Adams County, Pennsylvania",1029,76,747,62,16,13,679,64,32,18,3,6,25,16,257,59
1400000US42003010300,42003010300,"Census Tract 103, Allegheny County, Pennsylvania",291,60,232,61,0,15,220,59,0,15,0,15,13,15,46,33
1400000US42003020100,42003020100,"Census Tract 201, Allegheny County, Pennsylvania",2370,187,1977,208,14,23,1743,206,35,33,21,24,166,86,227,78
1400000US42003020300,42003020300,"Census Tract 203, Allegheny County, Pennsylvania",641,54,591,60,0,10,554,58,11,17,0,10,15,21,35,41
1400000US42003030500,42003030500,"Census Tract 305, Allegheny County, Pennsylvania",1096,109,594,129,10,15,506,118,24,24,6,11,39,55,463,124
1400000US42003040200,42003040200,"Census Tract 402, Allegheny County, Pennsylvania",629,65,435,76,14,15,395,78,19,17,7,12,15,16,179,67
1400000US42003040400,42003040400,"Census Tract 404, Allegheny County, Pennsylvania",1197,134,909,117,0,10,829,126,22,25,12,21,183,116,105,49
1400000US42003040500,42003040500,"Census Tract 405, Allegheny County, Pennsylvania",1132,99,1022,109,0,10,991,110,20,24,0,10,61,62,49,37
1400000US42003040600,42003040600,"Census Tract 406, Allegheny County, Pennsylvania",892,91,748,103,0,10,704,110,11,17,0,10,15,26,129,59
1400000US42003040900,42003040900,"Census Tract 409, Allegheny County, Pennsylvania",1288,79,1022,108,11,16,837,118,16,18,29,46,81,55,185,67
1400000US42003050100,42003050100,"Census Tract 501, Allegheny County, Pennsylvania",996,72,492,107,7,10,435,109,46,39,21,34,47,37,457,103
1400000US42003050600,42003050600,"Census Tract 506, Allegheny County, Pennsylvania",906,100,577,107,0,10,538,109,71,41,0,10,30,36,299,93
1400000US42003050900,42003050900,"Census Tract 509, Allegheny County, Pennsylvania",790,49,353,87,0,10,247,79,22,24,21,25,114,64,323,77
1400000US42003051000,42003051000,"Census Tract 510, Allegheny County, Pennsylvania",724,88,489,101,0,10,472,99,38,35,0,10,45,33,190,48
1400000US42003051100,42003051100,"Census Tract 511, Allegheny County, Pennsylvania",82,34,38,21,0,10,38,21,0,10,0,10,0,10,44,30
1400000US42003060300,42003060300,"Census Tract 603, Allegheny County, Pennsylvania",1246,87,990,95,0,10,837,110,44,38,0,10,77,46,179,60
1400000US42003060500,42003060500,"Census Tract 605, Allegheny County, Pennsylvania",716,87,537,89,10,10,498,84,6,9,0,10,12,13,167,42
1400000US42003070300,42003070300,"Census Tract 703, Allegheny County, Pennsylvania",1139,91,1079,95,13,11,1038,90,47,32,0,10,7,11,53,46
1400000US42003070500,42003070500,"Census Tract 705, Allegheny County, Pennsylvania",1789,98,1665,102,6,10,1547,101,27,26,36,46,41,27,83,53
1400000US42003070600,42003070600,"Census Tract 706, Allegheny County, Pennsylvania",1263,116,1165,113,0,10,1101,113,10,15,0,10,34,34,64,41
1400000US42003070800,42003070800,"Census Tract 708, Allegheny County, Pennsylvania",1068,70,967,82,0,10,890,91,26,31,0,10,10,17,91,49
1400000US42003070900,42003070900,"Census Tract 709, Allegheny County, Pennsylvania",2470,186,2206,215,15,24,2038,220,123,107,0,10,54,47,210,124
1400000US42003080200,42003080200,"Census Tract 802, Allegheny County, Pennsylvania",871,77,592,72,0,10,530,72,9,10,19,20,57,36,222,78
1400000US42003080400,42003080400,"Census Tract 804, Allegheny County, Pennsylvania",805,47,667,70,0,10,613,74,7,10,0,10,35,34,103,58
1400000US42003080600,42003080600,"Census Tract 806, Allegheny County, Pennsylvania",1082,82,918,110,0,10,845,107,0,10,20,22,52,42,112,73
1400000US42003080700,42003080700,"Census Tract 807, Allegheny County, Pennsylvania",1138,73,931,106,0,10,860,115,9,14,7,11,102,87,105,71
1400000US42003080900,42003080900,"Census Tract 809, Allegheny County, Pennsylvania",989,76,838,75,22,17,777,85,11,12,6,8,29,24,122,44
1400000US42003090100,42003090100,"Census Tract 901, Allegheny County, Pennsylvania",1041,61,733,89,0,10,680,88,50,30,0,10,67,44,241,78
1400000US42003090200,42003090200,"Census Tract 902, Allegheny County, Pennsylvania",1326,112,976,99,10,15,880,94,30,28,16,18,88,67,262,84
1400000US42003090300,42003090300,"Census Tract 903, Allegheny County, Pennsylvania",882,76,653,71,0,10,579,77,16,14,0,10,14,12,215,58
1400000US42003100500,42003100500,"Census Tract 1005, Allegheny County, Pennsylvania",910,60,658,82,0,10,610,80,18,17,4,8,39,30,213,77
1400000US42003101100,42003101100,"Census Tract 1011, Allegheny County, Pennsylvania",1303,107,1054,120,0,10,1016,118,30,32,0,10,80,68,169,71
1400000US42003101400,42003101400,"Census Tract 1014, Allegheny County, Pennsylvania",1503,83,1136,108,9,15,1012,108,12,19,0,10,64,45,303,97
1400000US42003101600,42003101600,"Census Tract 1016, Allegheny County, Pennsylvania",398,32,298,34,0,10,255,46,0,10,18,25,26,26,74,32
1400000US42003101700,42003101700,"Census Tract 1017, Allegheny County, Pennsylvania",639,64,472,68,8,9,399,64,14,14,6,9,11,16,156,51
1400000US42003101800,42003101800,"Census Tract 1018, Allegheny County, Pennsylvania",1185,57,1029,72,6,10,956,76,36,34,27,27,35,47,121,50
1400000US42003110200,42003110200,"Census Tract 1102, Allegheny County, Pennsylvania",1996,143,1549,180,0,10,1372,185,124,73,0,10,103,99,344,137
1400000US42003110600,42003110600,"Census Tract 1106, Allegheny County, Pennsylvania",1098,42,939,72,13,20,819,82,27,26,16,15,20,24,139,79
1400000US42003111300,42003111300,"Census Tract 1113, Allegheny County, Pennsylvania",1350,109,1067,118,0,10,923,112,26,24,9,14,48,39,235,72
1400000US42003111400,42003111400,"Census Tract 1114, Allegheny County, Pennsylvania",596,63,411,59,0,10,323,54,25,36,0,10,17,16,168,50
1400000US42003111500,42003111500,"Census Tract 1115, Allegheny County, Pennsylvania",1788,126,1248,158,0,10,1063,162,51,44,12,18,104,105,436,107
1400000US42003120300,42003120300,"Census Tract 1203, Allegheny County, Pennsylvania",733,77,527,77,4,7,427,76,65,50,0,10,25,21,181,66
1400000US42003120400,42003120400,"Census Tract 1204, Allegheny County, Pennsylvania",363,50,159,38,0,10,118,28,14,23,5,7,18,20,186,56
1400000US42003120700,42003120700,"Census Tract 1207, Allegheny County, Pennsylvania",407,58,194,60,0,10,153,56,5,10,0,10,17,16,196,65
1400000US42003120800,42003120800,"Census Tract 1208, Allegheny County, Pennsylvania",235,33,107,38,0,10,71,35,0,10,12,18,12,13,116,42
1400000US42003130100,42003130100,"Census Tract 1301, Allegheny County, Pennsylvania",777,94,399,83,3,5,330,89,6,8,29,39,51,43,327,79
1400000US42003130200,42003130200,"Census Tract 1302, Allegheny County, Pennsylvania",491,59,342,74,5,8,268,55,9,10,5,7,27,26,122,52
1400000US42003130300,42003130300,"Census Tract 1303, Allegheny County, Pennsylvania",619,61,328,54,5,8,223,53,11,15,0,10,22,23,269,71
1400000US42003130400,42003130400,"Census Tract 1304, Allegheny County, Pennsylvania",430,62,193,52,0,10,142,52,0,10,1,7,23,23,214,54
1400000US42003130600,42003130600,"Census Tract 1306, Allegheny County, Pennsylvania",1419,109,940,119,8,14,798,128,61,74,6,14,0,10,479,130
1400000US42003140100,42003140100,"Census Tract 1401, Allegheny County, Pennsylvania",899,78,836,86,15,16,797,78,13,16,0,15,20,32,43,38
1400000US42003140200,42003140200,"Census Tract 1402, Allegheny County, Pennsylvania",1041,75,946,77,10,16,907,84,9,13,0,10,70,63,25,30
1400000US42003140300,42003140300,"Census Tract 1403, Allegheny County, Pennsylvania",1489,77,1368,91,0,10,1302,93,30,29,0,10,41,28,80,49
1400000US42003140400,42003140400,"Census Tract 1404, Allegheny County, Pennsylvania",979,37,917,43,0,10,882,46,16,15,0,10,26,19,36,20
1400000US42003140500,42003140500,"Census Tract 1405, Allegheny County, Pennsylvania",1044,99,872,127,0,10,784,124,0,10,0,10,30,44,142,94
1400000US42003140600,42003140600,"Census Tract 1406, Allegheny County, Pennsylvania",1466,67,1344,79,0,10,1253,79,23,23,0,10,44,32,78,41
1400000US42003140800,42003140800,"Census Tract 1408, Allegheny County, Pennsylvania",1954,85,1792,97,0,10,1624,112,56,40,0,10,12,19,150,70
1400000US42003141000,42003141000,"Census Tract 1410, Allegheny County, Pennsylvania",454,41,390,40,7,10,371,43,0,10,0,10,12,13,52,21
1400000US42003141100,42003141100,"Census Tract 1411, Allegheny County, Pennsylvania",602,39,480,51,0,10,454,55,12,14,0,10,6,9,116,40
1400000US42003141300,42003141300,"Census Tract 1413, Allegheny County, Pennsylvania",2508,96,2111,140,0,15,1986,143,74,56,30,33,90,75,307,116
1400000US42003141400,42003141400,"Census Tract 1414, Allegheny County, Pennsylvania",2517,193,2060,169,0,15,2019,168,80,47,0,15,95,58,362,139
1400000US42003151600,42003151600,"Census Tract 1516, Allegheny County, Pennsylvania",1141,80,860,93,58,55,778,106,15,18,0,10,27,24,254,76
1400000US42003151700,42003151700,"Census Tract 1517, Allegheny County, Pennsylvania",2442,124,2059,157,16,25,1921,167,118,81,0,15,28,39,355,139
1400000US42003160800,42003160800,"Census Tract 1608, Allegheny County, Pennsylvania",1318,118,1099,128,0,10,1040,119,8,12,11,17,21,18,198,64
1400000US42003160900,42003160900,"Census Tract 1609, Allegheny County, Pennsylvania",1692,134,1414,142,0,10,1294,151,26,25,37,42,7,11,271,85
1400000US42003170200,42003170200,"Census Tract 1702, Allegheny County, Pennsylvania",1951,210,1478,227,2,12,1374,230,31,31,0,10,109,83,364,129
1400000US42003170600,42003170600,"Census Tract 1706, Allegheny County, Pennsylvania",869,78,705,75,5,7,660,78,10,10,0,10,40,32,124,48
1400000US42003180300,42003180300,"Census Tract 1803, Allegheny County, Pennsylvania",951,83,590,115,9,18,483,128,10,13,0,10,7,11,354,98
1400000US42003180700,42003180700,"Census Tract 1807, Allegheny County, Pennsylvania",987,63,783,81,5,7,732,87,15,18,0,10,14,12,190,57
1400000US42003190300,42003190300,"Census Tract 1903, Allegheny County, Pennsylvania",1009,131,845,136,0,10,777,141,0,10,0,10,16,19,148,75
1400000US42003191100,42003191100,"Census Tract 1911, Allegheny County, Pennsylvania",1238,88,978,95,8,13,864,100,41,40,0,10,49,48,211,67
1400000US42003191400,42003191400,"Census Tract 1914, Allegheny County, Pennsylvania",1403,123,1119,137,0,10,1031,138,40,30,0,10,79,53,205,73
1400000US42003191500,42003191500,"Census Tract 1915, Allegheny County, Pennsylvania",969,105,743,112,0,10,674,108,27,36,0,10,45,48,181,82
1400000US42003191600,42003191600,"Census Tract 1916, Allegheny County, Pennsylvania",1901,107,1468,160,55,41,1363,154,63,78,37,32,100,63,333,117
1400000US42003191700,42003191700,"Census Tract 1917, Allegheny County, Pennsylvania",1524,84,1277,96,0,10,1139,109,24,26,25,28,32,28,215,73
1400000US42003191800,42003191800,"Census Tract 1918, Allegheny County, Pennsylvania",2242,170,1935,172,12,19,1844,172,24,27,0,15,43,44,264,109
1400000US42003191900,42003191900,"Census Tract 1919, Allegheny County, Pennsylvania",940,93,735,94,9,14,671,92,54,39,0,10,20,22,185,76
1400000US42003192000,42003192000,"Census Tract 1920, Allegheny County, Pennsylvania",1580,136,1231,146,21,23,1096,150,9,15,23,26,30,28,319,94
1400000US42003202200,42003202200,"Census Tract 2022, Allegheny County, Pennsylvania",1156,97,959,111,0,10,739,122,16,25,0,10,24,28,173,74
1400000US42003202300,42003202300,"Census Tract 2023, Allegheny County, Pennsylvania",1909,141,1602,161,13,22,1534,164,15,25,0,10,28,33,279,106
1400000US42003210700,42003210700,"Census Tract 2107, Allegheny County, Pennsylvania",1129,113,881,116,13,19,826,120,48,37,12,19,0,10,248,83
1400000US42003220600,42003220600,"Census Tract 2206, Allegheny County, Pennsylvania",971,66,687,68,12,13,605,69,4,7,16,13,53,26,231,62
1400000US42003240600,42003240600,"Census Tract 2406, Allegheny County, Pennsylvania",1151,140,947,134,0,10,827,146,76,69,0,10,12,18,192,75
1400000US42003241200,42003241200,"Census Tract 2412, Allegheny County, Pennsylvania",394,55,257,45,5,8,234,44,12,20,8,10,10,11,127,44
1400000US42003250300,42003250300,"Census Tract 2503, Allegheny County, Pennsylvania",570,54,498,62,8,12,433,63,56,31,29,39,18,24,54,33
1400000US42003250700,42003250700,"Census Tract 2507, Allegheny County, Pennsylvania",303,42,131,48,0,10,92,38,30,35,7,10,48,35,124,47
1400000US42003250900,42003250900,"Census Tract 2509, Allegheny County, Pennsylvania",603,66,339,71,0,10,283,69,29,20,6,10,59,50,205,59
1400000US42003260200,42003260200,"Census Tract 2602, Allegheny County, Pennsylvania",914,76,673,80,7,10,576,82,73,54,17,16,43,38,198,54
1400000US42003260700,42003260700,"Census Tract 2607, Allegheny County, Pennsylvania",738,67,570,71,5,7,512,76,10,12,4,6,51,34,117,54
1400000US42003260900,42003260900,"Census Tract 2609, Allegheny County, Pennsylvania",560,71,298,87,0,10,129,64,46,52,15,17,26,25,236,86
1400000US42003261200,42003261200,"Census Tract 2612, Allegheny County, Pennsylvania",505,20,409,32,15,21,370,42,44,35,3,5,8,12,88,28
1400000US42003261400,42003261400,"Census Tract 2614, Allegheny County, Pennsylvania",984,109,648,138,0,10,581,141,33,29,0,10,32,28,304,108
1400000US42003261500,42003261500,"Census Tract 2615, Allegheny County, Pennsylvania",745,69,438,80,5,7,378,74,16,17,5,8,15,25,292,78
1400000US42003262000,42003262000,"Census Tract 2620, Allegheny County, Pennsylvania",1208,82,801,131,0,10,687,138,31,35,0,10,45,36,362,118
1400000US42003270100,42003270100,"Census Tract 2701, Allegheny County, Pennsylvania",993,95,822,102,0,10,740,108,84,65,0,10,55,54,116,69
1400000US42003270300,42003270300,"Census Tract 2703, Allegheny County, Pennsylvania",859,65,541,74,0,10,503,72,31,29,0,10,25,21,293,67
1400000US42003270400,42003270400,"Census Tract 2704, Allegheny County, Pennsylvania",449,57,393,55,0,10,346,51,35,34,0,10,7,11,49,28
1400000US42003270800,42003270800,"Census Tract 2708, Allegheny County, Pennsylvania",1112,82,859,98,0,10,800,89,51,41,0,10,0,10,253,92
1400000US42003271500,42003271500,"Census Tract 2715, Allegheny County, Pennsylvania",1007,127,697,135,0,10,582,129,44,65,0,10,45,39,265,96
1400000US42003281400,42003281400,"Census Tract 2814, Allegheny County, Pennsylvania",1082,61,803,86,0,10,640,86,56,35,47,49,27,34,252,71
1400000US42003281500,42003281500,"Census Tract 2815, Allegheny County, Pennsylvania",674,51,520,63,4,7,464,61,10,11,0,10,34,36,120,54
1400000US42003290100,42003290100,"Census Tract 2901, Allegheny County, Pennsylvania",907,78,720,81,6,9,622,86,52,29,3,5,64,55,123,53
1400000US42003290200,42003290200,"Census Tract 2902, Allegheny County, Pennsylvania",1778,115,1345,136,16,17,1207,126,35,26,23,27,61,57,372,95
1400000US42003290400,42003290400,"Census Tract 2904, Allegheny County, Pennsylvania",1863,129,1366,143,9,14,1099,141,12,15,7,11,76,49,421,115
1400000US42003300100,42003300100,"Census Tract 3001, Allegheny County, Pennsylvania",1382,164,933,176,0,10,840,165,90,90,54,59,136,100,313,103
1400000US42003310200,42003310200,"Census Tract 3102, Allegheny County, Pennsylvania",1479,69,1041,105,0,10,989,102,35,28,7,10,29,33,409,95
1400000US42003310300,42003310300,"Census Tract 3103, Allegheny County, Pennsylvania",397,34,284,33,0,10,280,34,0,10,0,10,35,24,78,26
1400000US42003320400,42003320400,"Census Tract 3204, Allegheny County, Pennsylvania",814,61,636,67,0,10,574,65,5,8,0,10,22,15,156,50
1400000US42003320600,42003320600,"Census Tract 3206, Allegheny County, Pennsylvania",1015,55,778,68,5,8,687,69,4,6,0,10,45,32,192,54
1400000US42003320700,42003320700,"Census Tract 3207, Allegheny County, Pennsylvania",702,52,564,57,11,12,539,60,4,8,0,10,4,7,134,39
1400000US42003401100,42003401100,"Census Tract 4011, Allegheny County, Pennsylvania",2030,131,1541,163,0,10,1446,169,25,29,0,10,15,24,474,126
1400000US42003401200,42003401200,"Census Tract 4012, Allegheny County, Pennsylvania",1293,109,855,127,9,15,702,133,60,44,15,16,39,37,399,105
1400000US42003401300,42003401300,"Census Tract 4013, Allegheny County, Pennsylvania",1102,76,970,79,21,22,836,90,56,37,0,10,27,26,105,51
1400000US42003402000,42003402000,"Census Tract 4020, Allegheny County, Pennsylvania",1440,94,1088,90,0,10,933,94,49,33,0,10,47,37,305,79
1400000US42003403500,42003403500,"Census Tract 4035, Allegheny County, Pennsylvania",2026,180,1211,225,22,27,1019,195,29,31,0,10,171,122,644,184
1400000US42003404000,42003404000,"Census Tract 4040, Allegheny County, Pennsylvania",646,48,471,46,0,10,418,52,5,7,11,14,19,13,156,47
1400000US42003405000,42003405000,"Census Tract 4050, Allegheny County, Pennsylvania",473,40,327,40,0,10,302,39,18,13,0,10,14,13,132,43
1400000US42003406000,42003406000,"Census Tract 4060, Allegheny County, Pennsylvania",1027,41,786,61,5,7,704,62,58,42,4,7,33,21,208,60
1400000US42003407001,42003407001,"Census Tract 4070.01, Allegheny County, Pennsylvania",2366,145,2082,187,41,48,1965,190,90,62,39,43,19,31,265,138
1400000US42003407002,42003407002,"Census Tract 4070.02, Allegheny County, Pennsylvania",2765,161,2328,195,60,74,2132,184,0,15,18,27,78,50,359,143
1400000US42003408001,42003408001,"Census Tract 4080.01, Allegheny County, Pennsylvania",2084,142,1744,136,0,15,1665,142,26,29,0,15,46,38,294,96
1400000US42003408002,42003408002,"Census Tract 4080.02, Allegheny County, Pennsylvania",2279,112,2121,129,34,37,2031,134,27,31,0,15,11,18,147,85
1400000US42003409000,42003409000,"Census Tract 4090, Allegheny County, Pennsylvania",4449,143,4345,165,17,27,4085,194,144,94,0,16,18,30,86,73
1400000US42003410000,42003410000,"Census Tract 4100, Allegheny County, Pennsylvania",471,33,437,37,0,10,432,37,6,6,0,10,22,17,12,9
1400000US42003411000,42003411000,"Census Tract 4110, Allegheny County, Pennsylvania",2900,166,2587,186,0,15,2478,186,70,55,0,15,176,114,137,77
1400000US42003412001,42003412001,"Census Tract 4120.01, Allegheny County, Pennsylvania",3352,120,3190,151,16,27,2964,182,17,28,17,26,40,45,122,70
1400000US42003412002,42003412002,"Census Tract 4120.02, Allegheny County, Pennsylvania",1871,81,1770,92,0,15,1698,95,22,24,29,31,18,20,83,41
1400000US42003413100,42003413100,"Census Tract 4131, Allegheny County, Pennsylvania",2683,107,2472,124,0,15,2380,135,28,34,19,25,22,29,189,96
1400000US42003413201,42003413201,"Census Tract 4132.01, Allegheny County, Pennsylvania",1604,62,1487,70,0,10,1428,70,20,23,0,10,0,10,117,54
1400000US42003413202,42003413202,"Census Tract 4132.02, Allegheny County, Pennsylvania",1206,64,1046,81,0,10,960,79,31,27,0,10,37,45,123,44
1400000US42003413300,42003413300,"Census Tract 4133, Allegheny County, Pennsylvania",1934,69,1666,99,19,21,1501,102,21,22,0,10,51,42,217,69
1400000US42003413400,42003413400,"Census Tract 4134, Allegheny County, Pennsylvania",1643,75,1444,98,10,15,1323,102,16,18,8,13,18,21,181,63
1400000US42003413500,42003413500,"Census Tract 4135, Allegheny County, Pennsylvania",2890,121,2351,167,15,24,2157,182,75,55,0,15,38,44,501,155
1400000US42003414101,42003414101,"Census Tract 4141.01, Allegheny County, Pennsylvania",1969,106,1810,111,0,15,1698,121,0,15,9,15,0,15,159,76
1400000US42003414102,42003414102,"Census Tract 4141.02, Allegheny County, Pennsylvania",3037,161,2610,176,31,36,2425,166,49,44,16,25,106,52,321,148
1400000US42003414200,42003414200,"Census Tract 4142, Allegheny County, Pennsylvania",2228,132,2032,136,13,22,1903,152,33,40,0,15,68,55,128,78
1400000US42003415001,42003415001,"Census Tract 4150.01, Allegheny County, Pennsylvania",1622,90,1420,113,0,10,1298,126,40,32,0,10,60,53,142,58
1400000US42003415002,42003415002,"Census Tract 4150.02, Allegheny County, Pennsylvania",1000,81,873,79,0,10,832,79,12,14,0,10,17,15,110,47
1400000US42003416000,42003416000,"Census Tract 4160, Allegheny County, Pennsylvania",832,30,590,46,4,5,521,48,29,15,3,6,41,23,201,42
1400000US42003417100,42003417100,"Census Tract 4171, Allegheny County, Pennsylvania",910,53,741,60,0,10,656,61,35,21,0,10,32,30,137,38
1400000US42003417200,42003417200,"Census Tract 4172, Allegheny County, Pennsylvania",653,46,430,64,5,9,364,65,11,11,0,10,25,20,198,54
1400000US42003418000,42003418000,"Census Tract 4180, Allegheny County, Pennsylvania",826,38,615,48,5,7,533,50,22,19,4,7,28,17,183,43
1400000US42003419000,42003419000,"Census Tract 4190, Allegheny County, Pennsylvania",1421,127,1038,107,0,10,957,110,26,24,9,15,55,47,328,90
1400000US42003420000,42003420000,"Census Tract 4200, Allegheny County, Pennsylvania",835,41,618,52,0,10,561,59,5,7,16,26,30,19,187,47
1400000US42003421100,42003421100,"Census Tract 4211, Allegheny County, Pennsylvania",1933,80,1615,109,0,10,1508,102,97,41,0,10,135,66,183,69
1400000US42003421200,42003421200,"Census Tract 4212, Allegheny County, Pennsylvania",1718,90,1554,90,18,20,1415,111,56,62,7,11,15,17,149,53
1400000US42003422000,42003422000,"Census Tract 4220, Allegheny County, Pennsylvania",1869,98,1747,105,14,23,1635,127,93,61,0,15,23,37,99,72
1400000US42003423000,42003423000,"Census Tract 4230, Allegheny County, Pennsylvania",1269,93,1101,98,0,10,1012,104,74,54,66,47,15,18,153,61
1400000US42003424000,42003424000,"Census Tract 4240, Allegheny County, Pennsylvania",1561,139,1097,106,0,10,930,109,12,18,17,22,94,63,370,114
1400000US42003425000,42003425000,"Census Tract 4250, Allegheny County, Pennsylvania",1484,79,1084,108,6,11,1005,107,4,10,0,10,51,50,349,116
1400000US42003426300,42003426300,"Census Tract 4263, Allegheny County, Pennsylvania",2469,137,2201,145,18,28,2085,161,0,15,16,26,0,15,268,96
1400000US42003426400,42003426400,"Census Tract 4264, Allegheny County, Pennsylvania",2018,120,1652,128,22,37,1548,128,80,61,0,10,39,43,327,129
1400000US42003426700,42003426700,"Census Tract 4267, Allegheny County, Pennsylvania",1162,76,947,81,9,16,874,85,13,20,0,10,28,43,187,77
1400000US42003426800,42003426800,"Census Tract 4268, Allegheny County, Pennsylvania",2248,60,1960,104,17,27,1897,107,43,38,31,34,48,42,240,104
1400000US42003427000,42003427000,"Census Tract 4270, Allegheny County, Pennsylvania",1940,153,1344,146,0,10,1155,137,57,64,7,14,100,65,496,128
1400000US42003427100,42003427100,"Census Tract 4271, Allegheny County, Pennsylvania",2208,97,1842,134,0,15,1787,135,13,21,12,21,36,44,330,104
1400000US42003427200,42003427200,"Census Tract 4272, Allegheny County, Pennsylvania",2205,143,1742,166,0,10,1575,169,14,24,26,31,31,37,432,133
1400000US42003428100,42003428100,"Census Tract 4281, Allegheny County, Pennsylvania",508,40,316,43,0,10,308,43,0,10,0,10,23,20,169,58
1400000US42003428200,42003428200,"Census Tract 4282, Allegheny County, Pennsylvania",947,46,749,59,12,12,635,59,14,14,22,19,19,17,179,41
1400000US42003429100,42003429100,"Census Tract 4291, Allegheny County, Pennsylvania",1142,82,868,99,15,16,809,103,11,17,0,10,59,53,215,64
1400000US42003429201,42003429201,"Census Tract 4292.01, Allegheny County, Pennsylvania",1801,80,1686,86,0,10,1608,93,23,22,8,12,24,18,91,40
1400000US42003429202,42003429202,"Census Tract 4292.02, Allegheny County, Pennsylvania",1863,90,1704,103,18,19,1621,116,38,29,9,14,9,15,150,59
1400000US42003429300,42003429300,"Census Tract 4293, Allegheny County, Pennsylvania",2350,124,1794,152,14,23,1714,152,33,36,15,23,58,45,498,127
1400000US42003429400,42003429400,"Census Tract 4294, Allegheny County, Pennsylvania",1863,96,1625,106,19,22,1523,110,40,28,10,14,44,44,194,75
