GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - With an Internet subscription,Margin of Error; Total: - With an Internet subscription,Estimate; Total: - With an Internet subscription - Dial-up alone,Margin of Error; Total: - With an Internet subscription - Dial-up alone,"Estimate; Total: - With an Internet subscription - Broadband such as cable, fiber optic, or DSL","Margin of Error; Total: - With an Internet subscription - Broadband such as cable, fiber optic, or DSL",Estimate; Total: - With an Internet subscription - Satellite Internet service,Margin of Error; Total: - With an Internet subscription - Satellite Internet service,Estimate; Total: - With an Internet subscription - Other service,Margin of Error; Total: - With an Internet subscription - Other service,Estimate; Total: - Internet access without a subscription,Margin of Error; Total: - Internet access without a subscription,Estimate; Total: - No Internet access,Margin of Error; Total: - No Internet access
1400000US42017105507,42017105507,"Census Tract 1055.07, Bucks County, Pennsylvania",2462,125,2243,162,0,15,2077,191,17,27,0,15,16,27,203,100
1400000US42017105508,42017105508,"Census Tract 1055.08, Bucks County, Pennsylvania",1118,68,1108,71,5,10,1028,73,31,27,64,69,0,10,10,17
1400000US42017105509,42017105509,"Census Tract 1055.09, Bucks County, Pennsylvania",1542,63,1410,68,0,10,1321,84,20,30,59,63,38,44,94,45
1400000US42017105510,42017105510,"Census Tract 1055.10, Bucks County, Pennsylvania",2594,112,2430,142,17,26,2341,154,40,36,219,125,76,71,88,76
1400000US42017105511,42017105511,"Census Tract 1055.11, Bucks County, Pennsylvania",1537,59,1500,59,0,10,1475,62,23,28,18,21,8,12,29,23
1400000US42017105600,42017105600,"Census Tract 1056, Bucks County, Pennsylvania",1068,61,987,67,0,10,940,72,0,10,23,25,11,11,70,35
1400000US42017105702,42017105702,"Census Tract 1057.02, Bucks County, Pennsylvania",1262,117,1113,120,0,10,1048,127,8,13,95,85,26,42,123,57
1400000US42017105704,42017105704,"Census Tract 1057.04, Bucks County, Pennsylvania",2542,230,2042,253,0,15,1898,244,31,49,63,60,15,22,485,159
1400000US42017105801,42017105801,"Census Tract 1058.01, Bucks County, Pennsylvania",2301,133,2139,133,0,15,2103,132,44,41,125,112,29,33,133,79
1400000US42017105805,42017105805,"Census Tract 1058.05, Bucks County, Pennsylvania",2233,151,1826,180,18,30,1717,183,13,21,11,19,35,39,372,150
1400000US42017105807,42017105807,"Census Tract 1058.07, Bucks County, Pennsylvania",1578,58,1180,98,0,10,1129,96,18,21,53,36,28,27,370,92
1400000US42017105808,42017105808,"Census Tract 1058.08, Bucks County, Pennsylvania",1283,83,1083,82,0,10,1003,81,33,37,62,59,17,18,183,51
1400000US42017105809,42017105809,"Census Tract 1058.09, Bucks County, Pennsylvania",1485,71,1243,97,13,19,1177,100,37,32,56,58,21,23,221,71
1400000US42017105810,42017105810,"Census Tract 1058.10, Bucks County, Pennsylvania",807,53,553,60,0,10,543,61,15,13,18,27,10,11,244,59
1400000US42017105811,42017105811,"Census Tract 1058.11, Bucks County, Pennsylvania",2097,116,1748,131,0,15,1620,149,0,15,39,58,79,73,270,100
1400000US42017105812,42017105812,"Census Tract 1058.12, Bucks County, Pennsylvania",584,38,526,44,0,10,516,43,0,10,38,37,14,14,44,24
1400000US42017105900,42017105900,"Census Tract 1059, Bucks County, Pennsylvania",735,34,570,45,0,10,548,45,15,10,9,12,21,13,144,34
1400000US42017106000,42017106000,"Census Tract 1060, Bucks County, Pennsylvania",1636,86,1444,101,0,10,1412,102,30,26,0,10,8,10,184,65
1400000US42017106100,42017106100,"Census Tract 1061, Bucks County, Pennsylvania",859,56,703,49,5,8,678,45,9,8,52,27,15,11,141,41
1400000US42017106200,42017106200,"Census Tract 1062, Bucks County, Pennsylvania",3071,176,2026,182,49,42,1855,198,51,43,14,17,284,117,761,162
1400000US42017106300,42017106300,"Census Tract 1063, Bucks County, Pennsylvania",2478,110,2226,123,0,15,2224,124,48,42,301,149,117,66,135,74
1400000US42017106401,42017106401,"Census Tract 1064.01, Bucks County, Pennsylvania",2735,195,2363,210,0,15,2309,207,200,119,320,202,34,34,338,139
1400000US42017106402,42017106402,"Census Tract 1064.02, Bucks County, Pennsylvania",2825,118,2476,162,37,36,2361,170,73,76,157,103,26,27,323,111
1400000US42017106500,42017106500,"Census Tract 1065, Bucks County, Pennsylvania",2797,152,2263,172,19,30,2118,174,13,20,267,140,81,54,453,160
1400000US42017106600,42017106600,"Census Tract 1066, Bucks County, Pennsylvania",810,47,682,52,5,5,621,58,46,24,86,33,38,22,90,27
1400000US42017980000,42017980000,"Census Tract 9800, Bucks County, Pennsylvania",0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42019902100,42019902100,"Census Tract 9021, Butler County, Pennsylvania",1021,96,741,112,0,10,665,103,21,23,22,25,15,16,265,88
1400000US42019902200,42019902200,"Census Tract 9022, Butler County, Pennsylvania",878,82,583,60,0,10,515,61,9,9,5,8,54,37,241,65
1400000US42019902300,42019902300,"Census Tract 9023, Butler County, Pennsylvania",1274,95,768,119,9,13,682,122,21,24,0,10,149,78,357,107
1400000US42019902400,42019902400,"Census Tract 9024, Butler County, Pennsylvania",1191,92,755,126,0,10,555,121,53,33,10,16,112,58,324,107
1400000US42019902500,42019902500,"Census Tract 9025, Butler County, Pennsylvania",1617,95,1122,128,0,10,1057,135,8,15,13,21,73,54,422,119
1400000US42019902600,42019902600,"Census Tract 9026, Butler County, Pennsylvania",1215,53,935,84,23,21,821,89,36,29,10,14,49,34,231,66
1400000US42019902700,42019902700,"Census Tract 9027, Butler County, Pennsylvania",960,60,733,66,7,9,673,70,35,22,6,9,45,30,182,52
1400000US42019902800,42019902800,"Census Tract 9028, Butler County, Pennsylvania",1342,92,984,87,0,10,953,90,37,29,16,19,16,17,342,80
1400000US42019902900,42019902900,"Census Tract 9029, Butler County, Pennsylvania",802,50,657,62,10,11,593,65,37,23,0,10,12,12,133,41
1400000US42019903000,42019903000,"Census Tract 9030, Butler County, Pennsylvania",1937,97,1543,114,26,24,1418,111,36,27,10,15,42,29,352,101
1400000US42019903100,42019903100,"Census Tract 9031, Butler County, Pennsylvania",1218,42,1021,74,0,10,963,75,17,20,0,10,44,31,153,68
1400000US42019910100,42019910100,"Census Tract 9101, Butler County, Pennsylvania",1726,63,1307,67,19,11,1169,73,74,22,2,3,51,24,368,48
1400000US42019910200,42019910200,"Census Tract 9102, Butler County, Pennsylvania",1939,81,1458,78,30,12,1154,74,110,28,12,10,59,27,422,60
1400000US42019910301,42019910301,"Census Tract 9103.01, Butler County, Pennsylvania",2086,149,1756,139,0,10,1586,127,42,20,29,45,83,47,247,73
1400000US42019910302,42019910302,"Census Tract 9103.02, Butler County, Pennsylvania",1792,95,1440,95,14,9,1254,100,69,26,8,7,131,45,221,50
1400000US42019910400,42019910400,"Census Tract 9104, Butler County, Pennsylvania",1089,185,887,158,0,10,830,151,8,12,0,10,104,65,98,46
1400000US42019910500,42019910500,"Census Tract 9105, Butler County, Pennsylvania",4,6,4,6,0,10,4,6,0,10,0,10,0,10,0,10
1400000US42019910600,42019910600,"Census Tract 9106, Butler County, Pennsylvania",1710,106,1288,95,14,10,1069,79,69,25,21,14,44,32,378,67
1400000US42019910700,42019910700,"Census Tract 9107, Butler County, Pennsylvania",1158,52,954,57,6,8,877,60,12,12,10,10,30,19,174,52
1400000US42019910800,42019910800,"Census Tract 9108, Butler County, Pennsylvania",1201,91,917,103,31,27,803,102,29,27,11,17,37,33,247,80
1400000US42019910900,42019910900,"Census Tract 9109, Butler County, Pennsylvania",2178,123,1810,138,23,25,1637,142,20,26,0,15,66,86,302,108
1400000US42019911000,42019911000,"Census Tract 9110, Butler County, Pennsylvania",2729,112,2239,117,33,19,1987,119,87,34,24,18,62,28,428,75
1400000US42019911100,42019911100,"Census Tract 9111, Butler County, Pennsylvania",1987,113,1633,112,10,16,1371,135,61,37,4,5,62,49,292,76
1400000US42019911200,42019911200,"Census Tract 9112, Butler County, Pennsylvania",2188,185,1694,189,17,27,1469,175,62,44,0,15,9,11,485,150
1400000US42019911300,42019911300,"Census Tract 9113, Butler County, Pennsylvania",2112,93,1646,100,18,16,1446,101,86,30,2,4,48,34,418,72
1400000US42019911400,42019911400,"Census Tract 9114, Butler County, Pennsylvania",1620,103,1194,101,0,10,1032,103,75,45,0,10,68,48,358,85
1400000US42019911501,42019911501,"Census Tract 9115.01, Butler County, Pennsylvania",2138,169,1648,162,15,23,1544,158,29,32,13,21,75,61,415,100
1400000US42019911502,42019911502,"Census Tract 9115.02, Butler County, Pennsylvania",1788,109,1425,91,36,18,1284,78,16,11,5,7,53,25,310,63
1400000US42019911600,42019911600,"Census Tract 9116, Butler County, Pennsylvania",2075,83,1638,122,0,10,1529,130,18,21,13,20,75,44,362,106
1400000US42019911700,42019911700,"Census Tract 9117, Butler County, Pennsylvania",1848,99,1509,105,5,8,1255,95,32,24,0,10,31,20,308,61
1400000US42019911800,42019911800,"Census Tract 9118, Butler County, Pennsylvania",2455,130,2090,121,27,28,1826,160,80,50,38,37,149,113,216,83
1400000US42019911900,42019911900,"Census Tract 9119, Butler County, Pennsylvania",2186,126,1723,148,15,21,1588,150,35,28,8,7,79,44,384,123
1400000US42019912001,42019912001,"Census Tract 9120.01, Butler County, Pennsylvania",1772,69,1671,83,0,10,1534,95,59,36,10,15,9,14,92,46
1400000US42019912002,42019912002,"Census Tract 9120.02, Butler County, Pennsylvania",2268,124,1965,132,0,15,1820,146,40,29,14,21,42,28,261,103
1400000US42019912101,42019912101,"Census Tract 9121.01, Butler County, Pennsylvania",1695,88,1646,93,0,10,1575,100,61,36,16,17,21,23,28,25
1400000US42019912102,42019912102,"Census Tract 9121.02, Butler County, Pennsylvania",1110,51,1037,69,9,14,922,80,35,44,10,15,8,13,65,52
1400000US42019912200,42019912200,"Census Tract 9122, Butler County, Pennsylvania",1376,66,1298,75,6,10,1244,78,12,18,8,13,19,20,59,39
1400000US42019912301,42019912301,"Census Tract 9123.01, Butler County, Pennsylvania",2048,86,1922,96,0,15,1905,97,32,25,0,15,39,27,87,43
1400000US42019912303,42019912303,"Census Tract 9123.03, Butler County, Pennsylvania",1232,55,1198,55,0,10,1177,59,13,12,5,7,5,8,29,19
1400000US42019912304,42019912304,"Census Tract 9123.04, Butler County, Pennsylvania",1224,38,1159,46,19,21,1062,64,29,26,0,10,35,28,30,27
1400000US42019912401,42019912401,"Census Tract 9124.01, Butler County, Pennsylvania",3282,126,3051,147,0,15,2991,150,27,31,28,30,12,21,219,97
1400000US42019912402,42019912402,"Census Tract 9124.02, Butler County, Pennsylvania",2869,109,2354,128,28,25,2192,129,64,41,10,10,144,71,371,82
1400000US42019912700,42019912700,"Census Tract 9127, Butler County, Pennsylvania",3062,143,2566,159,32,36,2401,158,37,43,0,15,0,15,496,189
1400000US42019912800,42019912800,"Census Tract 9128, Butler County, Pennsylvania",2194,126,1988,133,19,29,1881,136,69,48,0,15,31,35,175,68
1400000US42021000100,42021000100,"Census Tract 1, Cambria County, Pennsylvania",894,95,270,71,0,10,229,62,12,12,0,10,66,39,558,87
1400000US42021000200,42021000200,"Census Tract 2, Cambria County, Pennsylvania",301,64,169,51,0,10,128,50,7,8,0,10,9,8,123,53
1400000US42021000300,42021000300,"Census Tract 3, Cambria County, Pennsylvania",707,77,566,74,6,11,388,69,57,43,0,10,17,15,124,36
1400000US42021000500,42021000500,"Census Tract 5, Cambria County, Pennsylvania",831,65,595,68,0,10,522,69,20,17,5,7,60,32,176,47
1400000US42021000600,42021000600,"Census Tract 6, Cambria County, Pennsylvania",800,96,527,99,0,10,442,89,11,12,12,14,11,11,262,68
1400000US42021000700,42021000700,"Census Tract 7, Cambria County, Pennsylvania",1414,111,1061,138,49,50,896,156,22,25,4,8,47,39,306,100
1400000US42021001200,42021001200,"Census Tract 12, Cambria County, Pennsylvania",1451,133,1076,147,31,28,777,131,18,20,25,23,40,36,335,106
1400000US42021010100,42021010100,"Census Tract 101, Cambria County, Pennsylvania",1723,86,1295,88,22,12,1163,100,29,16,6,6,21,12,407,56
1400000US42021010200,42021010200,"Census Tract 102, Cambria County, Pennsylvania",609,54,419,45,5,5,333,46,21,19,3,4,40,20,150,25
1400000US42021010300,42021010300,"Census Tract 103, Cambria County, Pennsylvania",970,55,694,46,15,11,604,44,37,19,0,10,29,17,247,59
1400000US42021010500,42021010500,"Census Tract 105, Cambria County, Pennsylvania",1730,118,1235,103,26,18,1067,107,46,27,2,5,21,18,474,101
1400000US42021010600,42021010600,"Census Tract 106, Cambria County, Pennsylvania",1103,54,937,48,15,13,806,52,42,23,20,23,14,12,152,36
1400000US42021010700,42021010700,"Census Tract 107, Cambria County, Pennsylvania",1243,82,1034,91,0,10,902,90,34,29,0,10,16,18,193,67
1400000US42021010801,42021010801,"Census Tract 108.01, Cambria County, Pennsylvania",2321,143,1800,141,13,22,1658,141,133,76,0,15,111,77,410,132
1400000US42021011000,42021011000,"Census Tract 110, Cambria County, Pennsylvania",695,40,543,48,4,6,473,49,15,11,6,6,13,10,139,35
1400000US42021011100,42021011100,"Census Tract 111, Cambria County, Pennsylvania",2239,172,1770,179,61,67,1596,187,48,41,0,15,57,52,412,144
1400000US42021011200,42021011200,"Census Tract 112, Cambria County, Pennsylvania",939,53,796,62,0,10,753,63,3,5,0,10,23,18,120,41
1400000US42021011300,42021011300,"Census Tract 113, Cambria County, Pennsylvania",2096,114,1789,139,14,23,1632,139,63,43,0,10,0,10,307,141
1400000US42021011400,42021011400,"Census Tract 114, Cambria County, Pennsylvania",1779,117,1201,114,16,19,1115,107,55,33,0,10,44,29,534,102
1400000US42021011500,42021011500,"Census Tract 115, Cambria County, Pennsylvania",1738,93,1358,98,11,18,1053,114,153,67,10,15,17,22,363,95
1400000US42021011600,42021011600,"Census Tract 116, Cambria County, Pennsylvania",1157,73,761,57,10,11,653,66,36,28,7,10,46,24,350,67
1400000US42021011700,42021011700,"Census Tract 117, Cambria County, Pennsylvania",965,62,726,64,11,10,573,68,89,39,6,9,5,6,234,47
1400000US42021011800,42021011800,"Census Tract 118, Cambria County, Pennsylvania",1586,59,1169,65,19,12,939,60,154,41,21,13,35,19,382,57
1400000US42021011900,42021011900,"Census Tract 119, Cambria County, Pennsylvania",1479,114,1093,104,9,14,916,120,37,30,7,12,26,25,360,100
1400000US42021012000,42021012000,"Census Tract 120, Cambria County, Pennsylvania",2459,89,1804,99,32,14,1486,89,143,31,18,14,45,17,610,68
1400000US42021012100,42021012100,"Census Tract 121, Cambria County, Pennsylvania",950,63,677,60,21,10,592,59,63,24,10,7,25,13,248,53
1400000US42021012200,42021012200,"Census Tract 122, Cambria County, Pennsylvania",1465,59,1116,62,32,12,920,63,82,24,10,8,31,15,318,45
1400000US42021012300,42021012300,"Census Tract 123, Cambria County, Pennsylvania",832,42,643,42,5,5,475,47,101,36,9,7,12,7,177,37
1400000US42021012400,42021012400,"Census Tract 124, Cambria County, Pennsylvania",1448,55,1093,54,17,14,877,58,75,20,26,14,24,16,331,58
1400000US42021012500,42021012500,"Census Tract 125, Cambria County, Pennsylvania",2133,177,1624,155,25,37,1363,168,140,92,0,15,54,51,455,127
1400000US42021012600,42021012600,"Census Tract 126, Cambria County, Pennsylvania",1644,95,1315,105,32,30,1008,121,37,29,20,21,66,44,263,80
1400000US42021012700,42021012700,"Census Tract 127, Cambria County, Pennsylvania",1046,47,731,46,23,15,554,44,79,19,16,8,41,21,274,37
1400000US42021012800,42021012800,"Census Tract 128, Cambria County, Pennsylvania",1854,132,1332,112,37,19,1116,102,91,33,6,6,62,28,460,65
1400000US42021012900,42021012900,"Census Tract 129, Cambria County, Pennsylvania",1401,92,1039,80,39,24,889,86,42,27,10,16,40,33,322,99
1400000US42021013000,42021013000,"Census Tract 130, Cambria County, Pennsylvania",1137,64,820,76,17,13,695,69,14,10,19,15,16,11,301,50
1400000US42021013100,42021013100,"Census Tract 131, Cambria County, Pennsylvania",956,57,731,78,11,11,574,80,72,31,6,8,13,12,212,57
1400000US42021013200,42021013200,"Census Tract 132, Cambria County, Pennsylvania",1593,63,1116,73,16,9,854,78,101,36,19,11,53,24,424,61
1400000US42021013300,42021013300,"Census Tract 133, Cambria County, Pennsylvania",2238,189,1703,173,12,21,1551,175,109,78,13,21,13,21,522,142
1400000US42021013400,42021013400,"Census Tract 134, Cambria County, Pennsylvania",1143,118,673,120,10,16,483,108,72,48,11,18,82,74,388,113
1400000US42021013500,42021013500,"Census Tract 135, Cambria County, Pennsylvania",1062,96,654,107,15,16,492,100,6,9,2,5,55,37,353,72
1400000US42021013600,42021013600,"Census Tract 136, Cambria County, Pennsylvania",1500,141,763,123,0,10,603,114,71,54,10,16,81,72,656,137
1400000US42021013700,42021013700,"Census Tract 137, Cambria County, Pennsylvania",1523,77,1018,84,10,9,870,87,76,48,10,14,43,29,462,75
1400000US42023960100,42023960100,"Census Tract 9601, Cameron County, Pennsylvania",907,86,635,82,6,9,545,74,42,22,19,17,41,27,231,59
1400000US42023960200,42023960200,"Census Tract 9602, Cameron County, Pennsylvania",1289,90,958,72,10,11,841,77,65,25,0,10,20,15,311,74
1400000US42025020102,42025020102,"Census Tract 201.02, Carbon County, Pennsylvania",1787,154,1288,131,0,10,1198,131,25,27,0,10,92,75,407,151
1400000US42025020103,42025020103,"Census Tract 201.03, Carbon County, Pennsylvania",1569,116,1372,136,9,14,1264,129,67,46,0,10,41,33,156,69
1400000US42025020105,42025020105,"Census Tract 201.05, Carbon County, Pennsylvania",2160,198,1856,233,50,45,1655,250,126,99,0,15,54,64,250,136
1400000US42025020106,42025020106,"Census Tract 201.06, Carbon County, Pennsylvania",764,104,547,105,16,13,492,99,8,8,6,7,18,20,199,63
1400000US42025020200,42025020200,"Census Tract 202, Carbon County, Pennsylvania",2770,152,1957,127,46,22,1644,115,131,39,25,20,73,31,740,95
1400000US42025020300,42025020300,"Census Tract 203, Carbon County, Pennsylvania",2453,144,1807,141,27,34,1625,153,88,72,0,15,134,91,512,125
1400000US42025020400,42025020400,"Census Tract 204, Carbon County, Pennsylvania",1764,150,1187,118,81,64,1013,131,29,28,0,10,69,53,508,129
1400000US42025020500,42025020500,"Census Tract 205, Carbon County, Pennsylvania",2826,137,2294,138,23,23,2134,151,59,49,14,13,25,27,507,97
1400000US42025020600,42025020600,"Census Tract 206, Carbon County, Pennsylvania",2219,169,1367,193,15,24,1188,188,42,51,0,15,99,69,753,191
1400000US42025020700,42025020700,"Census Tract 207, Carbon County, Pennsylvania",2134,126,1593,152,15,22,1520,143,59,62,2,3,77,75,464,117
1400000US42025020800,42025020800,"Census Tract 208, Carbon County, Pennsylvania",3385,200,2710,206,44,34,2494,229,22,26,13,21,16,26,659,173
1400000US42025020900,42025020900,"Census Tract 209, Carbon County, Pennsylvania",2147,178,1668,180,0,15,1527,196,80,88,0,15,91,64,388,147
1400000US42027010100,42027010100,"Census Tract 101, Centre County, Pennsylvania",1654,95,1186,86,28,16,925,73,130,39,28,24,39,25,429,84
1400000US42027010200,42027010200,"Census Tract 102, Centre County, Pennsylvania",1176,66,856,70,11,8,682,61,84,29,11,11,22,15,298,43
1400000US42027010300,42027010300,"Census Tract 103, Centre County, Pennsylvania",1472,111,959,131,53,60,749,95,57,49,8,14,0,10,513,139
1400000US42027010400,42027010400,"Census Tract 104, Centre County, Pennsylvania",1435,94,1101,108,36,27,925,127,75,59,12,19,53,37,281,80
1400000US42027010500,42027010500,"Census Tract 105, Centre County, Pennsylvania",2107,93,1616,93,58,20,1274,83,146,36,17,9,72,28,419,59
1400000US42027010600,42027010600,"Census Tract 106, Centre County, Pennsylvania",1491,118,1154,142,23,22,956,138,47,37,12,15,99,59,238,82
1400000US42027010700,42027010700,"Census Tract 107, Centre County, Pennsylvania",2165,142,1803,156,37,36,1533,159,104,64,31,34,53,42,309,101
1400000US42027010800,42027010800,"Census Tract 108, Centre County, Pennsylvania",1886,109,1132,91,43,23,683,76,214,54,25,12,79,30,675,78
1400000US42027010900,42027010900,"Census Tract 109, Centre County, Pennsylvania",2993,197,2330,206,131,72,1644,186,327,101,105,57,137,87,526,126
1400000US42027011000,42027011000,"Census Tract 110, Centre County, Pennsylvania",3298,158,2695,175,26,29,2388,176,77,62,0,15,136,80,467,122
1400000US42027011100,42027011100,"Census Tract 111, Centre County, Pennsylvania",2714,167,2143,240,16,26,1778,214,81,49,23,35,48,37,523,168
1400000US42027011201,42027011201,"Census Tract 112.01, Centre County, Pennsylvania",2398,183,1888,201,20,22,1630,187,72,47,62,42,55,46,455,135
1400000US42027011300,42027011300,"Census Tract 113, Centre County, Pennsylvania",3513,244,3135,269,0,15,2805,315,231,201,0,15,243,119,135,76
1400000US42027011400,42027011400,"Census Tract 114, Centre County, Pennsylvania",2574,233,2361,217,0,15,2235,228,43,48,26,32,120,65,93,59
1400000US42027011501,42027011501,"Census Tract 115.01, Centre County, Pennsylvania",1370,114,1220,116,8,13,1151,112,17,20,0,10,84,59,66,44
1400000US42027011502,42027011502,"Census Tract 115.02, Centre County, Pennsylvania",3214,213,2496,259,0,15,2378,258,154,78,36,41,438,150,280,139
1400000US42027011600,42027011600,"Census Tract 116, Centre County, Pennsylvania",1397,91,1291,90,6,11,1234,89,19,22,0,10,59,37,47,34
1400000US42027011702,42027011702,"Census Tract 117.02, Centre County, Pennsylvania",2316,134,2068,133,0,15,1996,138,74,53,15,23,66,73,182,101
1400000US42027011800,42027011800,"Census Tract 118, Centre County, Pennsylvania",2196,131,2077,146,0,15,1913,150,138,118,20,30,14,22,105,81
1400000US42027011901,42027011901,"Census Tract 119.01, Centre County, Pennsylvania",966,42,917,47,0,10,832,47,41,22,13,15,22,17,27,19
1400000US42027011902,42027011902,"Census Tract 119.02, Centre County, Pennsylvania",2911,161,2704,184,0,15,2424,194,160,166,14,24,0,15,207,90
1400000US42027012000,42027012000,"Census Tract 120, Centre County, Pennsylvania",1848,231,1474,203,0,15,1268,180,161,109,0,15,202,135,172,116
1400000US42027012100,42027012100,"Census Tract 121, Centre County, Pennsylvania",18,25,17,24,0,15,17,24,0,15,0,15,1,3,0,15
1400000US42027012200,42027012200,"Census Tract 122, Centre County, Pennsylvania",165,56,114,51,0,15,98,48,0,15,0,15,44,31,7,9
1400000US42027012300,42027012300,"Census Tract 123, Centre County, Pennsylvania",909,65,871,67,0,10,854,68,21,19,11,17,27,20,11,10
1400000US42027012400,42027012400,"Census Tract 124, Centre County, Pennsylvania",2211,204,1545,245,13,19,1419,248,15,24,35,45,533,234,133,74
1400000US42027012500,42027012500,"Census Tract 125, Centre County, Pennsylvania",1617,160,1361,161,0,10,1079,162,146,83,38,52,108,77,148,87
1400000US42027012600,42027012600,"Census Tract 126, Centre County, Pennsylvania",1397,138,1273,149,0,10,1127,140,49,32,29,45,72,63,52,40
1400000US42027012700,42027012700,"Census Tract 127, Centre County, Pennsylvania",1565,143,1197,140,10,16,1137,137,53,36,0,10,248,80,120,60
1400000US42027012800,42027012800,"Census Tract 128, Centre County, Pennsylvania",2729,187,2298,205,0,15,2172,217,58,44,66,69,108,74,323,161
1400000US42027981202,42027981202,"Census Tract 9812.02, Centre County, Pennsylvania",5,7,5,7,0,10,5,7,0,10,0,10,0,10,0,10
1400000US42029300101,42029300101,"Census Tract 3001.01, Chester County, Pennsylvania",1225,42,1085,79,0,10,1043,85,31,33,23,25,9,13,131,72
1400000US42029300103,42029300103,"Census Tract 3001.03, Chester County, Pennsylvania",1119,63,836,106,0,10,829,107,0,10,0,10,46,27,237,94
1400000US42029300104,42029300104,"Census Tract 3001.04, Chester County, Pennsylvania",1944,73,1782,105,15,17,1685,114,8,11,8,12,39,31,123,64
1400000US42029300106,42029300106,"Census Tract 3001.06, Chester County, Pennsylvania",2170,115,2081,128,0,10,2012,141,16,25,17,25,59,67,30,34
1400000US42029300107,42029300107,"Census Tract 3001.07, Chester County, Pennsylvania",1461,50,1448,52,0,10,1421,57,23,33,0,10,0,10,13,15
1400000US42029300108,42029300108,"Census Tract 3001.08, Chester County, Pennsylvania",2648,106,2242,138,0,15,2176,141,24,28,38,35,65,61,341,110
1400000US42029300109,42029300109,"Census Tract 3001.09, Chester County, Pennsylvania",1246,53,1201,56,0,10,1109,75,31,25,8,12,16,17,29,19
1400000US42029300201,42029300201,"Census Tract 3002.01, Chester County, Pennsylvania",1952,139,1675,142,0,15,1535,142,51,36,27,33,89,88,188,117
1400000US42029300202,42029300202,"Census Tract 3002.02, Chester County, Pennsylvania",1881,87,1836,86,10,17,1768,93,91,55,0,15,11,17,34,30
1400000US42029300301,42029300301,"Census Tract 3003.01, Chester County, Pennsylvania",1719,88,1616,98,0,10,1510,106,33,42,0,10,33,26,70,46
1400000US42029300302,42029300302,"Census Tract 3003.02, Chester County, Pennsylvania",1249,75,1178,93,0,10,1151,92,7,11,0,10,9,13,62,45
1400000US42029300303,42029300303,"Census Tract 3003.03, Chester County, Pennsylvania",1276,83,1153,96,0,10,1104,98,36,28,10,15,9,14,114,67
1400000US42029300400,42029300400,"Census Tract 3004, Chester County, Pennsylvania",1629,131,1474,133,0,10,1350,147,18,20,37,47,53,59,102,51
1400000US42029300501,42029300501,"Census Tract 3005.01, Chester County, Pennsylvania",1624,84,1505,80,0,10,1416,95,40,33,9,14,29,27,90,45
1400000US42029300502,42029300502,"Census Tract 3005.02, Chester County, Pennsylvania",1353,85,1185,98,0,10,1158,99,19,21,11,17,10,15,158,66
1400000US42029300600,42029300600,"Census Tract 3006, Chester County, Pennsylvania",1967,133,1650,135,8,13,1609,136,61,55,13,21,7,14,310,118
1400000US42029300700,42029300700,"Census Tract 3007, Chester County, Pennsylvania",2344,131,1815,189,0,15,1630,198,73,76,56,71,69,76,460,157
1400000US42029300800,42029300800,"Census Tract 3008, Chester County, Pennsylvania",2108,128,1708,166,0,10,1595,175,0,10,14,23,29,30,371,160
1400000US42029300900,42029300900,"Census Tract 3009, Chester County, Pennsylvania",941,74,791,83,0,10,664,93,19,20,0,10,29,24,121,47
1400000US42029301000,42029301000,"Census Tract 3010, Chester County, Pennsylvania",3030,184,2576,212,37,41,2482,215,53,39,0,15,187,118,267,111
1400000US42029301100,42029301100,"Census Tract 3011, Chester County, Pennsylvania",1490,121,1085,105,0,10,1026,97,16,18,8,12,84,66,321,84
1400000US42029301300,42029301300,"Census Tract 3013, Chester County, Pennsylvania",2436,140,2203,143,11,17,2108,173,60,45,0,15,39,38,194,99
1400000US42029301401,42029301401,"Census Tract 3014.01, Chester County, Pennsylvania",1262,72,987,117,12,18,918,123,36,31,0,10,28,37,247,91
1400000US42029301402,42029301402,"Census Tract 3014.02, Chester County, Pennsylvania",1950,90,1777,93,23,21,1597,98,77,47,8,12,26,23,147,66
1400000US42029301500,42029301500,"Census Tract 3015, Chester County, Pennsylvania",961,45,874,45,0,10,854,49,10,10,0,10,11,12,76,31
1400000US42029301600,42029301600,"Census Tract 3016, Chester County, Pennsylvania",1049,52,946,54,6,9,893,56,54,38,12,13,29,22,74,33
1400000US42029301700,42029301700,"Census Tract 3017, Chester County, Pennsylvania",631,34,580,37,2,3,536,36,31,15,5,7,22,23,29,19
1400000US42029301800,42029301800,"Census Tract 3018, Chester County, Pennsylvania",1719,92,1576,124,0,15,1490,121,57,52,16,18,57,60,86,61
1400000US42029301900,42029301900,"Census Tract 3019, Chester County, Pennsylvania",1493,65,1412,69,0,10,1369,70,25,25,0,10,51,47,30,28
1400000US42029302000,42029302000,"Census Tract 3020, Chester County, Pennsylvania",1858,84,1753,100,9,13,1681,105,36,25,0,15,36,45,69,56
