date_submitted,ideal_adoption_timeline,reason_for_adoption,specific_animal,adults_in_home,children_in_home,all_household_agree,allergies,home_owner,home_pet_policy,experience,budget_monthly,budget_emergency,home_alone_avg,home_alone_max,pet_kept,exercise,needs,return_pet,how_heard,outcome_trello_id,City,State,ZIP,animal_type
10/11/2018,one-month-or-more,"myself,my-kids",FALSE,0,1,yes,no-allergies,company,yes,"pet-died-in-care,grew-up-with-pet",75,250,8,12,inside-only,"toy-mice,wand-toys,not-much","scratching-post,nail-clip","allergies-appear,becomes-aggressive",NA,5bbf7be9b1009d8d9d23c034,PHILADELPHIA,PA,19104,cat
10/11/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,myself,NA,currently-have-pet,150,500,3,4,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,NA,NA,GLASSBORO,NJ,08028,cat
10/11/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,company,havent-asked,"grew-up-with-pet,lived-wit-previous-housemates-pets",150,1500,8,24,inside-only,"toy-mice,wand-toys",scratching-post,"not-allowed-new-living-space,moving-too-far",NA,5bbf6aeb3dbe8d425ad988e2,PHILADELPHIA,PA,19130,cat
10/11/2018,today,myself,TRUE,3,0,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",300,600,4,6,inside-only,"toy-mice,wand-toys,other-cats",scratching-post,none,website,5bbf644c220be241a69de14a,PHILADELPHIA,PA,19121,cat
10/11/2018,today,"myself,my-kids",TRUE,2,2,yes,no-allergies,myself,NA,pet-died-in-care,300,400,NA,2,inside-only,"toy-mice,wand-toys",scratching-post,none,website,5bbf3bb100d32f4d350cd4a1,PHILADELPHIA,PA,19154,cat
10/10/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,yes,"currently-have-pet,grew-up-with-pet,euthanized-a-pet",500,1e3,5,8,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,"website,other",5bbeca0f2451ea6ca0a21a2c,MAPLE SHADE,NJ,08052,cat
10/10/2018,today,myself,FALSE,2,0,yes,no-allergies,myself,NA,"currently-have-pet,grew-up-with-pet",200,500,8,8,inside-only,"wand-toys,toy-mice",scratching-post,none,NA,5bbebe01b01d1109df31726c,PHILADELPHIA,PA,19124,cat
10/10/2018,today,myself,TRUE,0,0,yes,no-allergies,myself,NA,grew-up-with-pet,200,1e3,5,5,inside-only,"wand-toys,other-cats,toy-mice","scratching-post,nail-clip",none,other,5bbeba8a16fd060f0b7da73c,PHILADELPHIA,PA,19148,cat
10/10/2018,one-month-or-more,myself,TRUE,1,1,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",100,1e3,8,8,"inside-only,leash-harness","toy-mice,other-cats",scratching-post,"becomes-aggressive,litter-box-issues",other,5bbea54aea864714e400f9a4,EAST LANSDOWNE,PA,19050,cat
10/10/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,myself,NA,"currently-have-pet,given-pet-to-another",100,1e3,5,5,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",becomes-aggressive,website,5bbe8c3cf4aae270222e5ac6,PHILADELPHIA,PA,19139,cat
10/10/2018,today,myself,TRUE,1,0,yes,no-allergies,myself,NA,"given-pet-to-another,grew-up-with-pet",100,1e3,8,12,inside-outside,toy-mice,scratching-post,allergies-appear,other,5bbe615833224b67c2765e0a,PHILADELPHIA,PA,19147,cat
10/10/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet,currently-have-pet",200,300,4,8,"inside-only,leash-harness","toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,website,5bbe58a03ca2933299f4865e,PHILADELPHIA,PA,19118,cat
10/10/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,yes,"grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",70,500,8,10,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,"website,facebook",5bbe45b32a15395e2d2c82fe,PHILADELPHIA,PA,19131,cat
10/10/2018,today,"myself,mouser,my-kids",FALSE,3,1,yes,no-allergies,company,havent-asked,given-a-pet-to-a-shelter,50,200,NA,NA,inside-only,toy-mice,"scratching-post,not-sure",none,NA,5bbe41292cd4287927f2cf76,PHILADELPHIA,PA,19104,cat
10/10/2018,one-month-or-more,my-kids,FALSE,1,3,yes,no-allergies,company,yes,currently-have-pet,150,500,5,7,inside-only,"other-cats,toy-mice",scratching-post,none,NA,5bbe3639afa8b76ab85983e6,PHILADELPHIA,PA,19152,cat
10/10/2018,one-month-or-more,"myself,mouser",TRUE,4,0,yes,"not-sure,no-allergies",company,yes,never-lived-with-or-owned-a-pet-before,250,200,NA,NA,inside-only,"toy-mice,wand-toys",nail-clip,none,website,5bbe26aabd351058a2d225da,PHILADELPHIA,PA,19131,cat
10/10/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,yes,grew-up-with-pet,300,1e3,5,5,inside-only,"toy-mice,wand-toys,other-cats",scratching-post,none,NA,5bbe19c45e27724956a87cd6,PHILADELPHIA,PA,19104,cat
10/10/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet",100,200,6,10,inside-only,toy-mice,"scratching-post,nail-clip",becomes-aggressive,website,5bbdfc083928db70aca401d8,PHILADELPHIA,PA,19106,cat
10/10/2018,today,"myself,my-kids",TRUE,1,1,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",250,500,3,3,inside-only,"wand-toys,toy-mice",scratching-post,none,"facebook,website",5bbd80ef043a7641cfab1c7b,NORRISTOWN,PA,19401,cat
10/9/2018,today,myself,FALSE,1,0,yes,no-allergies,company,havent-asked,lived-wit-previous-housemates-pets,100,200,5,9,inside-only,"toy-mice,wand-toys",scratching-post,"moving-too-far,not-allowed-new-living-space",NA,5bbd6ef40d8320630a586300,PHILADELPHIA,PA,19104,cat
10/9/2018,one-month-or-more,"myself,my-kids,gift",FALSE,0,1,"yes,a-surprise",no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",250,300,6,6,inside-only,"toy-mice,wand-toys",scratching-post,none,NA,5abae664ce81df44af303c40,PHILADELPHIA,PA,19139,cat
10/9/2018,one-month-or-more,"my-kids,mouser,myself",FALSE,1,3,yes,not-sure,myself,NA,grew-up-with-pet,100,500,8,12,inside-only,"toy-mice,wand-toys",scratching-post,"allergies-appear,becomes-aggressive,litter-box-issues",NA,5bbd057197965a698a28b1dd,PHILADELPHIA,PA,19148,cat
10/9/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,myself,NA,"euthanized-a-pet,currently-have-pet,lived-wit-previous-housemates-pets",150,1e3,6,8,inside-only,"other-cats,wand-toys,toy-mice","nail-clip,scratching-post",none,other,5bbd01c905ce9823a06c3d06,LANSDOWNE,PA,19050,cat
10/9/2018,today,"myself,my-kids",TRUE,2,1,yes,no-allergies,myself,NA,"euthanized-a-pet,currently-have-pet,grew-up-with-pet",200,1e3,4,4,inside-only,"other-cats,toy-mice",nail-clip,none,website,5bbcfe4761da13075a5e2683,TRENTON,NJ,08610,cat
10/9/2018,today,my-kids,TRUE,0,2,yes,no-allergies,myself,NA,grew-up-with-pet,300,300,2,2,inside-only,"wand-toys,toy-mice",nail-clip,none,website,5bbcf70e81d8330c8a77454a,PHILADELPHIA,PA,19148,cat
10/9/2018,one-month-or-more,myself,FALSE,3,0,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets,pet-ran-away",500,1e3,4,8,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,NA,5bbcf38f6c4cec54349ba040,PHILADELPHIA,PA,19128,cat
10/9/2018,one-month-or-more,"mouser,myself",FALSE,1,0,yes,mildly-allergic,myself,NA,grew-up-with-pet,70,100,8,10,inside-only,toy-mice,not-sure,"allergies-appear,becomes-aggressive",NA,5bbcec596ad55d8717eacdb3,PHILADELPHIA,PA,19143,cat
10/9/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets,currently-have-pet,pet-died-in-care,pet-ran-away",80,100,6,NA,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,NA,5bbce798682b3a47fb7342a3,PHILADELPHIA,PA,19104,cat
10/9/2018,one-month-or-more,other,FALSE,1,0,yes,no-allergies,NA,NA,currently-have-pet,100,1e3,8,10,inside-only,"other-cats,wand-toys","nail-clip,scratching-post","litter-box-issues,becomes-aggressive,new-baby",NA,5bbcd73b1db14219b446b84b,PHILADELPHIA,PA,19102,cat
10/9/2018,one-month-or-more,myself,FALSE,0,0,yes,mildly-allergic,company,yes,grew-up-with-pet,500,500,8,8,inside-only,"toy-mice,wand-toys",scratching-post,"allergies-appear,becomes-aggressive",NA,5bbc9b361ceb3957f57c47cb,PHILADELPHIA,PA,19130,cat
10/8/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet",100,300,8,9,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,website,5bbc0512832b9c3242385f5d,PERKASIE,PA,18944,cat
10/8/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,company,yes,grew-up-with-pet,500,2e3,8,10,inside-only,toy-mice,not-sure,none,NA,5bbbfd0f76679d18fe72c4f4,PHILADELPHIA,PA,19127,cat
10/8/2018,today,"myself,my-kids",TRUE,1,1,yes,no-allergies,myself,NA,"pet-ran-away,given-pet-to-another,pet-died-in-care,euthanized-a-pet,grew-up-with-pet,currently-have-pet",150,2e3,6,36,inside-with-yard-access,"toy-mice,other-cats,wand-toys","nail-clip,scratching-post","allergies-appear,vet-becomes-expensive,becomes-aggressive,litter-box-issues",event,5bbbd39d7bf8a82d8afefdec,PHILADELPHIA,PA,19146,cat
10/8/2018,one-month-or-more,my-kids,FALSE,3,2,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",300,280,NA,NA,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post,not-sure,declaw",none,NA,5bbbc2a0d0557310e28c5275,UPPER DARBY,PA,19082,cat
10/8/2018,today,myself,TRUE,0,0,yes,no-allergies,myself,NA,never-lived-with-or-owned-a-pet-before,500,500,12,13,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,website,5bbbc176bc122657ab9600c9,CHERRY HILL,NJ,08002,cat
10/8/2018,one-month-or-more,myself,FALSE,0,0,yes,mildly-allergic,company,yes,"pet-ran-away,pet-died-in-care,euthanized-a-pet,grew-up-with-pet",250,100,6,12,inside-only,toy-mice,scratching-post,becomes-aggressive,NA,5bbbaf6cdbcfad23ad20498e,PHILADELPHIA,PA,19102,cat
10/8/2018,today,myself,FALSE,0,0,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",150,1e3,12,12,inside-only,"wand-toys,other-cats,toy-mice","scratching-post,nail-clip",becomes-aggressive,NA,5bbbacec361eb961846b9998,PHILADELPHIA,PA,19145,cat
10/8/2018,one-month-or-more,myself,TRUE,1,NA,yes,no-allergies,company,havent-asked,grew-up-with-pet,100,500,6,NA,inside-only,"toy-mice,wand-toys","scratching-post,nail-clip","allergies-appear,becomes-aggressive",website,5bbb996d0029074f52ddc245,PHILADELPHIA,PA,19104,cat
10/8/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,NA,NA,never-lived-with-or-owned-a-pet-before,100,500,8,5,inside-only,"toy-mice,wand-toys",scratching-post,none,other,5bbb7fc39c5c244877f05ce9,PHILADELPHIA,PA,19150,cat
10/8/2018,one-month-or-more,"mouser,myself",FALSE,1,0,yes,no-allergies,myself,NA,"grew-up-with-pet,pet-died-in-care",150,300,4,8,"inside-only,leash-harness","toy-mice,wand-toys,not-much","scratching-post,nail-clip","pet-sheds,allergies-appear,scratches-furniture,becomes-aggressive,not-allowed-new-living-space",NA,5bbb79373cf76c5b654d3636,PHILADELPHIA,PA,19146,cat
10/8/2018,today,myself,TRUE,0,0,yes,no-allergies,myself,NA,pet-died-in-care,250,590,9,9,inside-only,"toy-mice,wand-toys,other-cats","scratching-post,nail-clip",none,website,5bbb215912ede451bc914a59,BENSALEM,PA,19020,cat
10/7/2018,next-few-weeks,"myself,mouser",TRUE,0,0,yes,no-allergies,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",500,1e3,8,8,inside-only,"toy-mice,wand-toys,other-cats","scratching-post,nail-clip",none,"other,website",5b6aee950aa61683bd8cdf75,PHILADELPHIA,PA,19143,cat
10/7/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,company,yes,"lived-wit-previous-housemates-pets,grew-up-with-pet",1e3,9e3,5,5,inside-only,other-cats,scratching-post,none,other,5bbab2bade6f6875fb736265,WAPPINGERS FALLS,NY,12590,cat
10/7/2018,next-few-weeks,myself,FALSE,1,0,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",200,5e3,8,18,inside-only,"other-cats,wand-toys,toy-mice","nail-clip,scratching-post",none,NA,5bbaa44902fb243e78e500ae,WEST CHESTER,PA,19380,cat
10/7/2018,one-month-or-more,myself,TRUE,3,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets,currently-pets-in-my-home-but-not-mine",200,1500,NA,NA,inside-only,"other-cats,toy-mice,wand-toys","nail-clip,scratching-post",other,website,5bbaa449e399188eec565a4f,PHILADELPHIA,PA,19147,cat
10/7/2018,one-month-or-more,myself,FALSE,0,0,yes,no-allergies,company,yes,grew-up-with-pet,50,100,10,14,inside-only,"toy-mice,wand-toys",scratching-post,becomes-aggressive,NA,5bba9d5ef6cb387068ed584d,PHILADELPHIA,PA,19139,cat
10/7/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",150,300,NA,NA,inside-only,"toy-mice,other-cats",scratching-post,none,other,5bba831ee171cf3526e4b2ec,GLENSIDE,PA,19038,cat
10/7/2018,one-month-or-more,myself,FALSE,0,0,yes,no-allergies,company,yes,grew-up-with-pet,100,1e3,12,12,inside-only,"toy-mice,wand-toys",scratching-post,none,NA,5bba7e7a7a8c758611c47bfc,PHILADELPHIA,PA,19104,cat
10/7/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,yes,"pet-died-in-care,euthanized-a-pet,grew-up-with-pet",150,3e3,NA,NA,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,website,5bba6cce8d35322f9be6313f,PHILADELPHIA,PA,19095,cat
10/7/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,myself,NA,"currently-have-pet,grew-up-with-pet,euthanized-a-pet",100,500,5,NA,inside-only,"other-cats,wand-toys,toy-mice","nail-clip,scratching-post",none,event,5bba6bcd5ea32f2d5927ea41,PHILADELPHIA,PA,19130,cat
10/7/2018,today,myself,FALSE,1,0,yes,no-allergies,company,yes,"lived-wit-previous-housemates-pets,grew-up-with-pet",200,3e3,8,4,inside-only,"toy-mice,wand-toys",scratching-post,none,NA,5bba4ddc1475fb1b83fe9f9c,PHILADELPHIA,PA,19102,cat
10/7/2018,today,"myself,my-kids",TRUE,1,2,yes,no-allergies,myself,NA,grew-up-with-pet,150,5e3,7,8,inside-only,"toy-mice,wand-toys,other-cats",scratching-post,becomes-aggressive,website,5bba4118b2430b0ae3f052a1,ARDMORE,PA,19003,cat
10/7/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,yes,"grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets,pet-ran-away",50,0.8,7,NA,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,NA,5bba18610e1a8989b6705513,PHILADELPHIA,PA,19121,cat
10/7/2018,one-month-or-more,myself,TRUE,0,1,yes,no-allergies,company,havent-asked,"grew-up-with-pet,currently-have-pet",150,3e3,3,8,inside-only,"toy-mice,wand-toys",scratching-post,none,other,5bba0b5a3823e235299dec85,PHILADELPHIA,PA,19104,cat
10/7/2018,today,myself,TRUE,2,0,yes,no-allergies,myself,NA,"pet-died-in-care,euthanized-a-pet,grew-up-with-pet,currently-have-pet,never-lived-with-or-owned-a-pet-before",105,700,4,18,"inside-only,leash-harness","toy-mice,wand-toys,other-cats","nail-clip,scratching-post",becomes-aggressive,other,5bb9e09372660f5fe147e5ca,PHILADELPHIA,PA,19146,cat
10/6/2018,today,myself,TRUE,1,0,yes,no-allergies,myself,NA,"currently-have-pet,grew-up-with-pet,given-pet-to-another,lived-wit-previous-housemates-pets",150,2e3,3,NA,inside-only,"wand-toys,other-cats",not-sure,none,website,5bb950696054fc1287100a28,PHILADELPHIA,PA,19125,cat
10/6/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,havent-asked,"euthanized-a-pet,grew-up-with-pet,lived-wit-previous-housemates-pets",250,5e3,9,10,inside-only,"toy-mice,wand-toys,other-cats",scratching-post,other,NA,5bb9506adb6d6569fa6bc290,PHILADELPHIA,PA,19128,cat
10/6/2018,today,myself,TRUE,0,0,yes,no-allergies,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets,never-lived-with-or-owned-a-pet-before",500,2e3,8,10,"inside-only,leash-harness","toy-mice,wand-toys",scratching-post,none,other,5bb93f37d1c14c86a9e2bd68,PHILADELPHIA,PA,19143,cat
10/6/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",100,1e3,9,14,inside-only,"toy-mice,wand-toys",not-sure,"becomes-aggressive,allergies-appear",NA,5bb93e18b47ac956eedc5044,PHILADELPHIA,PA,19143,cat
10/6/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,yes,"given-pet-to-another,grew-up-with-pet,lived-wit-previous-housemates-pets",125,300,2,NA,inside-only,"toy-mice,wand-toys,other-cats",scratching-post,allergies-appear,NA,NA,PHILADELPHIA,PA,19146,cat
10/6/2018,one-month-or-more,myself,TRUE,2,0,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",50,500,6,8,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",becomes-aggressive,other,5bb9274f156e3336e521d06c,PHILADELPHIA,PA,19121,cat
10/6/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet,lived-wit-previous-housemates-pets",100,5e3,8,NA,inside-only,"wand-toys,toy-mice","nail-clip,scratching-post",none,event,5bb9089deaf88032d0b24e1a,PHILADELPHIA,PA,19147,cat
10/6/2018,today,myself,TRUE,2,0,yes,no-allergies,company,yes,"grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",50,500,3,NA,inside-only,"toy-mice,other-cats,wand-toys","scratching-post,nail-clip","other,becomes-aggressive",website,5bb8fa9907fe286b957c4a23,PHILADELPHIA,PA,19143,cat
10/6/2018,today,myself,TRUE,1,0,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet,euthanized-a-pet,lived-wit-previous-housemates-pets",250,1200,3,NA,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,other,5bb8f395b7dadc18707b769b,WAPPINGERS FALLS,NY,12590,cat
10/6/2018,one-month-or-more,"my-kids,mouser,myself",FALSE,0,2,yes,mildly-allergic,myself,NA,"given-pet-to-another,grew-up-with-pet",100,100,NA,1,inside-only,toy-mice,not-sure,"becomes-aggressive,litter-box-issues",NA,5bb8d6cc4e774f7ba9130a8d,PHILADELPHIA,PA,19143,cat
10/6/2018,one-month-or-more,"my-kids,myself",FALSE,1,2,yes,no-allergies,company,yes,currently-have-pet,500,1e3,6,8,inside-only,"wand-toys,toy-mice,other-cats","nail-clip,scratching-post",becomes-aggressive,NA,5bb8d3612dd62d58395d32aa,PHILADELPHIA,PA,19104,cat
10/6/2018,today,my-kids,TRUE,1,1,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",100,3e3,NA,NA,inside-only,"toy-mice,wand-toys",scratching-post,none,website,5bb8c10c8d41d610d315eebf,HADDONFEILD,NJ,08033,cat
10/6/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,havent-asked,grew-up-with-pet,200,3e3,8,NA,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",allergies-appear,NA,5bb8b5dc0c3beb515e737061,PHILADELPHIA,PA,19106,cat
10/6/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,yes,grew-up-with-pet,200,1500,3,NA,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,website,5bb7f25fd66a58355a501944,PHILADELPHIA,PA,19102,cat
10/5/2018,next-few-weeks,myself,FALSE,1,0,yes,no-allergies,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",50,100,6,8,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,NA,5bb8084e592ce9513a516de7,PHILADELPHIA,PA,19114,cat
10/5/2018,today,myself,TRUE,1,0,yes,mildly-allergic,company,yes,grew-up-with-pet,260,200,3,5,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",becomes-aggressive,website,5bb8061ba068ab31334aeb6f,PHILADELPHIA,PA,19124,cat
10/5/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,yes,grew-up-with-pet,200,1500,6,NA,inside-only,"toy-mice,wand-toys",nail-clip,"none,litter-box-issues",NA,NA,PHILADELPHIA,PA,19102,cat
10/5/2018,today,mouser,TRUE,0,0,yes,no-allergies,myself,NA,"pet-died-in-care,grew-up-with-pet,euthanized-a-pet",50,500,NA,NA,inside-only,toy-mice,scratching-post,vet-becomes-expensive,website,5bb7deb4c5db6208dbef5596,LAWNSIDE,NJ,08045,cat
10/5/2018,today,myself,TRUE,0,0,yes,no-allergies,myself,NA,lived-wit-previous-housemates-pets,0,NA,8,8,inside-only,"toy-mice,wand-toys",scratching-post,none,website,5bb7d8e765944f86427f06dd,PHILADELPHIA,PA,19138,cat
10/5/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,havent-asked,"grew-up-with-pet,euthanized-a-pet",160,500,2,5,inside-only,"toy-mice,wand-toys",scratching-post,none,website,5bb7b8c2a4ba4b18acaa3785,PHILADELPHIA,PA,19139,cat
10/5/2018,one-month-or-more,"myself,my-kids,mouser,other",FALSE,1,1,"yes,a-surprise",no-allergies,family-member-or-friend,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets,currently-pets-in-my-home-but-not-mine",100,100,3,4,inside-only,"toy-mice,wand-toys,not-much","not-sure,scratching-post",becomes-aggressive,NA,5bb7ab6cd5063a3040f5fa25,PHILADELPHIA,PA,19122,cat
10/5/2018,one-month-or-more,myself,TRUE,2,2,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet,currently-have-pet",500,1e4,3,NA,inside-only,"toy-mice,wand-toys,other-cats","scratching-post,nail-clip",none,website,5bb79e74c27caf4ad9ac9eb2,BLUE BELL,PA,19422,cat
10/5/2018,next-few-weeks,myself,FALSE,3,0,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",100,300,8,8,"inside-only,leash-harness","toy-mice,wand-toys,other-cats,not-much",nail-clip,"becomes-aggressive,litter-box-issues",NA,5bb784db1669fc0fcab30d2d,PHILADELPHIA,PA,19104,cat
10/5/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,myself,NA,"bred-sold-a-pet,euthanized-a-pet,grew-up-with-pet,currently-have-pet",200,5e3,6,6,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,NA,5bb784dc6df0714b7fa557f8,YARDLEY,PA,19067,cat
10/5/2018,today,myself,TRUE,3,0,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet,currently-have-pet",100,8e3,8,NA,inside-only,"other-cats,toy-mice,wand-toys",declaw,none,other,5bb7781a1989c743f033fefe,DELANCO,NJ,08075,cat
10/5/2018,one-month-or-more,"myself,mouser,other",TRUE,2,0,yes,mildly-allergic,myself,NA,"grew-up-with-pet,euthanized-a-pet",100,300,8,NA,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,website,5bb771ca00c1b70a28aa3446,PHILADELPHIA,PA,19148,cat
10/5/2018,next-few-weeks,myself,TRUE,1,0,yes,mildly-allergic,company,havent-asked,"grew-up-with-pet,lived-wit-previous-housemates-pets",300,1e3,NA,9,inside-only,"wand-toys,toy-mice,not-much","scratching-post,not-sure",none,website,5bb76e3d32d7c6767a81e789,PHILADELPHIA,PA,19147,cat
10/4/2018,today,myself,TRUE,1,0,yes,mildly-allergic,company,yes,"grew-up-with-pet,currently-have-pet",200,2e3,4,8,inside-only,"toy-mice,wand-toys,other-cats",scratching-post,none,other,5bb6aee2fb44bc599876ead3,PHILADELPHIA,PA,19104,cat
10/4/2018,today,myself,TRUE,0,1,yes,no-allergies,myself,NA,grew-up-with-pet,100,300,10,NA,inside-only,"toy-mice,wand-toys","scratching-post,nail-clip",allergies-appear,website,5bb6a969cc55c708d0f4b2cb,PHILADELPHIA,PA,19148,cat
10/4/2018,one-month-or-more,myself,TRUE,2,0,yes,mildly-allergic,company,havent-asked,lived-wit-previous-housemates-pets,100,1e3,6,8,inside-only,"toy-mice,wand-toys",scratching-post,becomes-aggressive,other,5bb68882af50ae3447af6d23,PHILADELPHIA,PA,19143,cat
10/4/2018,today,myself,TRUE,3,0,yes,no-allergies,myself,NA,currently-have-pet,150,2e3,NA,NA,inside-only,"toy-mice,other-cats,wand-toys",nail-clip,none,website,5bb680f6262eb982bc505cd9,JACKSON,NJ,08527,cat
10/4/2018,today,"myself,other",TRUE,1,1,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",200,800,7,10,inside-only,"other-cats,wand-toys,toy-mice","scratching-post,nail-clip",none,"website,other",5bb67d947abec13b29644e56,MONT CLARE,PA,19453,cat
10/4/2018,one-month-or-more,mouser,FALSE,1,3,yes,no-allergies,family-member-or-friend,NA,"given-pet-to-another,grew-up-with-pet",500,1e3,3,3,inside-only,not-much,declaw,"allergies-appear,becomes-aggressive",NA,NA,PHILADELPHIA,PA,19119,cat
10/4/2018,one-month-or-more,myself,TRUE,1,0,yes,not-sure,company,yes,"grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",500,2e3,NA,3,inside-only,"toy-mice,wand-toys,other-cats","scratching-post,nail-clip",none,insta,5bb664123e4e360f463602a4,WEST CHESTER,PA,19380,cat
10/4/2018,one-month-or-more,mouser,FALSE,1,1,yes,mildly-allergic,myself,NA,lived-wit-previous-housemates-pets,100,100,8,8,inside-only,not-much,scratching-post,becomes-aggressive,NA,5bb655cfd743135b8c53d953,PHILADELPHIA,PA,19138,cat
10/4/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,yes,never-lived-with-or-owned-a-pet-before,250,250,9,9,inside-only,"toy-mice,wand-toys",not-sure,becomes-aggressive,NA,5bb647ade6c0fd180c5a21dc,PHILADELPHIA,PA,19135,cat
10/4/2018,one-month-or-more,"myself,mouser",FALSE,1,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",50,2100,NA,NA,inside-only,"other-cats,wand-toys,toy-mice",scratching-post,none,NA,5bb631f939b2b71790af710e,PHILADELPHIA,PA,19102,cat
