date_submitted,ideal_adoption_timeline,reason_for_adoption,specific_animal,adults_in_home,children_in_home,all_household_agree,allergies,home_owner,home_pet_policy,experience,budget_monthly,budget_emergency,home_alone_avg,home_alone_max,pet_kept,exercise,needs,return_pet,how_heard,outcome_trello_id,City,State,ZIP,animal_type
11/16/2018,one-month-or-more,other,TRUE,1,0,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",300,1e3,7,9,inside-only,other-cats,"nail-clip,scratching-post",none,"facebook,website",5bef333f00ce3141fe17bd72,QUAKERTOWN,PA,18951,cat
11/16/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,yes,"currently-have-pet,euthanized-a-pet",0.3,0.2,8,NA,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,email,5bef2ec410b040383f87dee6,FORDS,NJ,08863,cat
11/16/2018,one-month-or-more,my-kids,FALSE,1,1,yes,"no-allergies,mildly-allergic",company,yes,"grew-up-with-pet,pet-ran-away",100,340,9,10,inside-only,toy-mice,scratching-post,"moving-too-far,litter-box-issues",NA,5bef2d963400c757e9cf2f64,CHESTER,PA,19013,cat
11/16/2018,one-month-or-more,myself,TRUE,2,0,yes,no-allergies,family-member-or-friend,NA,lived-wit-previous-housemates-pets,80,900,NA,10,inside-only,"wand-toys,toy-mice","scratching-post,nail-clip","allergies-appear,vet-becomes-expensive,becomes-aggressive,not-enough-time,moving-too-far",website,5bef07fc79a30969cfe5921b,PHILADELPHIA,PA,19104,cat
11/16/2018,today,myself,TRUE,0,0,yes,no-allergies,company,yes,grew-up-with-pet,400,500,6,6,inside-only,"wand-toys,toy-mice",scratching-post,none,website,5beefc1b2244c62f5f4f9b09,PHILADELPHIA,PA,19014,cat
11/16/2018,today,"myself,my-kids",FALSE,2,1,yes,no-allergies,myself,NA,never-lived-with-or-owned-a-pet-before,500,500,5,NA,inside-only,toy-mice,nail-clip,none,NA,5beed581d9c5ba464b2606bc,NA,PA,19143,cat
11/16/2018,today,"myself,my-kids",FALSE,0,3,yes,no-allergies,company,yes,"given-a-pet-to-a-shelter,pet-ran-away,pet-died-in-care",150,500,7,NA,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post","becomes-aggressive,vet-becomes-expensive",NA,5beed468a3904b7c21063f88,PHILADELPHIA,PA,19124,cat
11/16/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets,currently-pets-in-my-home-but-not-mine",90,100,10,15,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,other,5beec796d6e37408141bf855,LEVITTOWN,PA,19057,cat
11/16/2018,one-month-or-more,"myself,my-kids",TRUE,1,2,yes,no-allergies,myself,NA,never-lived-with-or-owned-a-pet-before,80,300,NA,NA,inside-only,"toy-mice,not-much","scratching-post,nail-clip,declaw",none,website,59b471b339956e93ea11cc04,PHILADELPHIA,PA,19135,cat
11/15/2018,today,"my-kids,myself",TRUE,1,2,a-surprise,no-allergies,company,yes,"grew-up-with-pet,never-lived-with-or-owned-a-pet-before,lived-wit-previous-housemates-pets",100,250,NA,20,inside-only,"toy-mice,wand-toys",scratching-post,"allergies-appear,becomes-aggressive",website,5bee3ce00b58d681846387c9,PHILADELPHIA,PA,19142,cat
11/15/2018,next-few-weeks,myself,FALSE,0,0,yes,no-allergies,NA,NA,currently-have-pet,500,2e3,6,10,inside-only,"other-cats,wand-toys,toy-mice",scratching-post,none,NA,5bee37079742a8293a9470c2,PHILADELPHIA,PA,19104,cat
11/15/2018,next-few-weeks,other,TRUE,1,0,yes,no-allergies,company,havent-asked,currently-have-pet,150,200,8,8,inside-only,wand-toys,"scratching-post,nail-clip",none,website,NA,PHILADELPHIA,PA,19104,cat
11/15/2018,next-few-weeks,"myself,gift",FALSE,1,0,yes,no-allergies,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets,pet-died-in-care",100,500,8,10,inside-only,wand-toys,"scratching-post,nail-clip",none,NA,5bee098c4de3e93aedb7e9c4,ELKINS PARK,PA,19027,cat
11/15/2018,today,"myself,my-kids,mouser",FALSE,1,2,yes,no-allergies,myself,NA,grew-up-with-pet,80,200,4,4,inside-only,"toy-mice,wand-toys",declaw,becomes-aggressive,NA,5bede2760fe4805ea2fecc4d,PHILADELPHIA,PA,19136,cat
11/15/2018,one-month-or-more,my-kids,TRUE,2,4,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet",100,150,NA,5,inside-only,"toy-mice,wand-toys,other-cats",scratching-post,none,website,5beddcc651a14856c3e2b0c4,PHILADELPHIA,PA,19144,cat
11/15/2018,today,myself,TRUE,1,0,yes,no-allergies,company,yes,"grew-up-with-pet,currently-have-pet",500,2e3,NA,NA,inside-only,"other-cats,wand-toys,toy-mice","nail-clip,scratching-post",none,website,5bedc44fe4473c5bfbdc407d,PHILADELPHIA,PA,19103,cat
11/15/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,yes,"grew-up-with-pet,currently-have-pet",300,2e3,4,9,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",becomes-aggressive,NA,5bedb83d61269e0958b3b34c,PHILADELPHIA,PA,19148,cat
11/15/2018,next-few-weeks,myself,FALSE,0,0,yes,no-allergies,company,havent-asked,never-lived-with-or-owned-a-pet-before,300,2e3,7,9,inside-only,"toy-mice,wand-toys,not-much","scratching-post,nail-clip",none,NA,5bed9dbda96b2a5821750030,PHILADELPHIA,PA,19104,cat
11/15/2018,today,my-kids,TRUE,1,5,yes,no-allergies,myself,NA,never-lived-with-or-owned-a-pet-before,200,300,3,3,inside-only,toy-mice,scratching-post,none,website,5bed849121173425cccf4ef6,PHILADELPHIA,PA,19130,cat
11/14/2018,today,myself,TRUE,0,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet",300,2e3,6,7,inside-only,"toy-mice,wand-toys,not-much","scratching-post,nail-clip",none,NA,5beca521d0fa7519cc9cddda,PHILADELPHIA,PA,19104,cat
11/14/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,myself,NA,"lived-wit-previous-housemates-pets,grew-up-with-pet,euthanized-a-pet",100,1e3,8,9,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,website,5bec916df357e9061e183edb,HOLLAND,PA,18966,cat
11/14/2018,today,myself,TRUE,2,0,yes,no-allergies,family-member-or-friend,NA,currently-have-pet,150,800,5,8,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,website,5bec7aae52a9f8053e0ca2d3,LAWRENCE TOWNSHIP,NJ,08648,cat
11/14/2018,today,myself,TRUE,1,0,yes,no-allergies,company,yes,"grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets,given-a-pet-to-a-shelter,pet-died-in-care",60,100,5,8,inside-with-yard-access,"toy-mice,wand-toys",not-sure,vet-becomes-expensive,NA,5bec74d794dee661c3391d74,PHILADELPHIA,PA,19121,cat
11/14/2018,one-month-or-more,myself,FALSE,1,1,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",500,1e3,8,8,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,NA,5bec5090a579e93cd5db2c62,PHILADELPHIA,PA,19144,cat
11/14/2018,next-few-weeks,"mouser,my-kids,myself",TRUE,1,1,yes,"mildly-allergic,not-sure",company,havent-asked,never-lived-with-or-owned-a-pet-before,100,500,8,8,"inside-only,inside-outside","not-much,toy-mice",not-sure,"allergies-appear,scratches-furniture,becomes-aggressive,moving-too-far,jumps-on-counters",website,5bebae637fa9b07c9f1a4947,SECANE,PA,19018,cat
11/13/2018,one-month-or-more,"myself,other",TRUE,1,0,yes,not-sure,company,yes,"grew-up-with-pet,currently-have-pet",100,500,9,15,inside-only,"wand-toys,toy-mice,other-cats","nail-clip,scratching-post",none,website,5beb92c856dda67906e31472,PHILADELPHIA,PA,19103,cat
11/13/2018,one-month-or-more,myself,FALSE,0,0,yes,no-allergies,NA,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",100,200,8,9,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,NA,5beb84f8158acb20c0e9a1c8,PHILADELPHIA,PA,19104,cat
11/13/2018,today,"myself,mouser",FALSE,1,0,yes,mildly-allergic,myself,NA,"euthanized-a-pet,grew-up-with-pet,given-a-pet-to-a-shelter",100,NA,NA,16,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,NA,5beb803c235bf2419cf8c622,PHILADELPHIA,PA,19131,cat
11/13/2018,one-month-or-more,my-kids,TRUE,0,1,a-surprise,no-allergies,myself,NA,grew-up-with-pet,1e3,500,NA,NA,inside-only,toy-mice,nail-clip,none,NA,5beb736479df820513837d2c,PHILADELPHIA,PA,19131,cat
11/13/2018,today,"myself,my-kids",FALSE,1,2,yes,no-allergies,myself,NA,"lived-wit-previous-housemates-pets,given-a-pet-to-a-shelter",100,500,10,10,inside-only,not-much,"scratching-post,nail-clip","allergies-appear,becomes-aggressive",NA,5beb6a55e97162209fa4b7d8,PHILADELPHIA,PA,NA,cat
11/13/2018,one-month-or-more,"myself,my-kids",TRUE,0,1,yes,no-allergies,myself,NA,currently-have-pet,50,100,7,8,inside-only,"toy-mice,wand-toys,other-cats","scratching-post,nail-clip",moving-too-far,other,5beb4fc20275832db89f13c3,PHILADELPHIA,PA,19134,cat
11/13/2018,next-few-weeks,myself,TRUE,0,0,yes,no-allergies,myself,NA,"given-pet-to-another,pet-died-in-care",50,100,NA,NA,inside-only,"not-much,toy-mice,wand-toys","scratching-post,nail-clip",not-enough-time,website,5beb47b5e13509787f8da712,PHILADELPHIA,PA,19104,cat
11/13/2018,today,myself,FALSE,0,0,yes,no-allergies,myself,NA,never-lived-with-or-owned-a-pet-before,100,500,8,8,inside-only,"toy-mice,wand-toys",scratching-post,none,NA,5beb25e555bb9d6a4eb3d8a1,PHILADELPHIA,PA,19131,cat
11/13/2018,today,myself,TRUE,0,0,yes,no-allergies,company,havent-asked,"grew-up-with-pet,lived-wit-previous-housemates-pets",100,300,2,10,inside-only,"toy-mice,wand-toys",scratching-post,none,other,5beb1367661ecc34c1ff5201,PHILADELPHIA,PA,19143,cat
11/13/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,myself,NA,"currently-have-pet,grew-up-with-pet,euthanized-a-pet",200,5e3,NA,NA,inside-only,"toy-mice,other-cats","nail-clip,scratching-post",none,other,5beb0ea16797af394ca8c344,MEDFORD,NJ,08055,cat
11/13/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,myself,NA,"given-a-pet-to-a-shelter,given-pet-to-another,euthanized-a-pet,grew-up-with-pet",100,500,NA,12,inside-outside,"wand-toys,toy-mice",scratching-post,becomes-aggressive,NA,5beb0c748f96686e4ff7913a,PHILADELPHIA,PA,19131,cat
11/13/2018,one-month-or-more,"myself,mouser,gift",FALSE,2,0,"yes,a-surprise",no-allergies,family-member-or-friend,NA,"pet-died-in-care,euthanized-a-pet,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",100,1e3,8,8,"inside-with-yard-access,inside-only","toy-mice,wand-toys,other-cats",scratching-post,none,NA,5beb08bda85c171bd43c5638,PHILADELPHIA,PA,19123,cat
11/12/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,havent-asked,never-lived-with-or-owned-a-pet-before,200,3e3,3,8,inside-only,"toy-mice,wand-toys",scratching-post,none,website,5bea3a5446cbce4dff73d9af,PHILADELPHIA,PA,19104,cat
11/12/2018,today,"myself,my-kids",FALSE,1,2,yes,no-allergies,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",25,1e3,NA,8,inside-only,toy-mice,scratching-post,none,NA,5bea28b07b01b836e608000b,PHILADELPHIA,PA,19135,cat
11/12/2018,next-few-weeks,myself,TRUE,1,0,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet,lived-wit-previous-housemates-pets",120,1e3,8,NA,inside-only,"other-cats,not-much,toy-mice","nail-clip,scratching-post",none,website,5be9f044b7a8f60eafcfcf59,PHILADELPHIA,PA,19145,cat
11/12/2018,today,"myself,my-kids",TRUE,2,2,yes,no-allergies,family-member-or-friend,NA,never-lived-with-or-owned-a-pet-before,600,750,NA,NA,inside-only,"toy-mice,other-cats,wand-toys",scratching-post,none,email,5be9e32a09b6ee1b66339b78,PHILADELPHIA,PA,19131,cat
11/12/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,company,yes,"pet-died-in-care,euthanized-a-pet,grew-up-with-pet,lived-wit-previous-housemates-pets",40,1e3,NA,NA,inside-only,toy-mice,nail-clip,"becomes-aggressive,litter-box-issues",other,5be9de6e788b318ea5d02131,HATBORO,PA,19040,cat
11/12/2018,one-month-or-more,"myself,my-kids",FALSE,3,1,"yes,a-surprise",mildly-allergic,family-member-or-friend,NA,"grew-up-with-pet,pet-died-in-care",100,250,5,12,inside-only,toy-mice,"scratching-post,nail-clip",none,NA,5be9c46e55bdf1325c4ba05c,PHILADELPHIA,PA,19148,cat
11/12/2018,today,myself,TRUE,1,3,yes,no-allergies,myself,NA,"currently-have-pet,pet-died-in-care,grew-up-with-pet",100,800,8,8,inside-only,other-cats,scratching-post,"allergies-appear,becomes-aggressive",other,5be9af98adbf0341f58b214c,DREXEL HILL,PA,19026,cat
11/12/2018,today,"myself,my-kids",TRUE,1,1,yes,no-allergies,family-member-or-friend,NA,grew-up-with-pet,300,500,2,2,inside-only,"toy-mice,wand-toys",scratching-post,none,other,5be620766e9e026095d40135,PHILADELPHIA,PA,19131,cat
11/12/2018,today,myself,FALSE,1,1,yes,no-allergies,myself,NA,grew-up-with-pet,100,700,8,10,inside-only,"toy-mice,wand-toys",scratching-post,allergies-appear,NA,5be998c51c7d696a94338310,PHILADELPHIA,PA,19153,cat
11/11/2018,one-month-or-more,"myself,my-kids",TRUE,1,3,yes,no-allergies,myself,NA,"given-pet-to-another,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",50,1e3,8,24,inside-only,"other-cats,not-much,toy-mice",nail-clip,other,website,5be8c8a51d22f0268c290899,PHILADELPHIA,PA,19125,cat
11/11/2018,today,"myself,my-kids,mouser",TRUE,1,1,"yes,a-surprise",no-allergies,myself,NA,grew-up-with-pet,140,300,8,NA,inside-only,toy-mice,"scratching-post,not-sure",becomes-aggressive,website,5be8c45ebce85f84ed79edfb,PHILADELPHIA,PA,19143,cat
11/11/2018,today,myself,TRUE,1,1,yes,no-allergies,family-member-or-friend,NA,"currently-have-pet,grew-up-with-pet,euthanized-a-pet",250,300,8,8,inside-only,"toy-mice,wand-toys,other-cats",scratching-post,none,website,5be8bd43533dc674a46b7f03,PHILADELPHIA,PA,19124,cat
11/11/2018,today,myself,FALSE,1,1,yes,no-allergies,myself,NA,grew-up-with-pet,100,100,5,5,inside-only,"toy-mice,other-cats","scratching-post,nail-clip","litter-box-issues,becomes-aggressive",NA,5bea218d6767c9807741de33,PHILADELPHIA,PA,19149,cat
11/11/2018,today,myself,TRUE,1,0,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet,euthanized-a-pet",500,1e4,NA,NA,inside-only,"not-much,toy-mice",scratching-post,none,website,5be887f24dc59b8bcf1039a6,PHILADELPHIA,PA,19130,cat
11/11/2018,today,myself,FALSE,1,0,yes,no-allergies,myself,NA,grew-up-with-pet,250,800,2,4,inside-only,"toy-mice,other-cats,wand-toys",scratching-post,none,NA,5be85e14cfad9746f5675051,ABSECON,NJ,08201,cat
11/11/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,company,yes,currently-have-pet,500,800,8,NA,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,other,5be85a56ac32b68a5218d5a1,VOORHEES,NJ,08043,cat
11/11/2018,today,myself,FALSE,1,0,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",100,100,10,10,inside-only,"wand-toys,toy-mice,other-cats",scratching-post,none,NA,5be82b5414984f75a4aa0154,PHILADELPHIA,PA,19118,cat
11/10/2018,today,myself,FALSE,1,0,yes,no-allergies,company,yes,"pet-died-in-care,euthanized-a-pet,grew-up-with-pet,lived-wit-previous-housemates-pets",100,400,7,NA,inside-only,"not-much,toy-mice","nail-clip,scratching-post",none,NA,5be7928c645d4f608baaa802,PHILADELPHIA,PA,19148,cat
11/10/2018,next-few-weeks,myself,FALSE,0,0,yes,no-allergies,myself,NA,"given-pet-to-another,lived-wit-previous-housemates-pets",200,300,9,12,inside-only,not-much,scratching-post,"allergies-appear,becomes-aggressive",NA,5be747f9dd50ed87e562fb78,PHILADELPHIA,PA,19132,cat
11/10/2018,one-month-or-more,myself,TRUE,0,0,yes,"not-sure,no-allergies",myself,NA,"given-pet-to-another,pet-died-in-care,euthanized-a-pet,grew-up-with-pet,lived-wit-previous-housemates-pets",300,900,8,8,inside-only,"toy-mice,wand-toys",scratching-post,none,website,5be740b34b85065dae172fe0,CAMDEN,NJ,08104,cat
11/10/2018,one-month-or-more,myself,TRUE,0,0,yes,no-allergies,company,havent-asked,"given-pet-to-another,grew-up-with-pet",150,1e4,9,10,inside-only,"other-cats,toy-mice,wand-toys","scratching-post,nail-clip",none,website,5be738c350bb253935bf51bd,PHILADELPHIA,PA,19139,cat
11/10/2018,one-month-or-more,myself,FALSE,2,0,yes,no-allergies,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",400,1e4,4,10,inside-only,"toy-mice,wand-toys",scratching-post,allergies-appear,NA,5be737a476593b7508563b2d,PHILADELPHIA,PA,19103,cat
11/10/2018,today,myself,FALSE,3,0,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet",250,2e3,NA,4,inside-only,"toy-mice,wand-toys",scratching-post,none,NA,NA,PHILADELPHIA,PA,19124,cat
11/10/2018,one-month-or-more,myself,FALSE,0,0,yes,no-allergies,myself,NA,"euthanized-a-pet,pet-died-in-care,grew-up-with-pet",100,500,12,NA,inside-only,"toy-mice,other-cats",not-sure,none,NA,5be731cac8f43454785e60e7,PHILADELPHIA,PA,19145,cat
11/10/2018,next-few-weeks,myself,TRUE,0,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",200,500,6,13,inside-only,"wand-toys,other-cats,toy-mice","nail-clip,scratching-post","other,vet-becomes-expensive,allergies-appear",insta,5be72bfda55c9c37d446e1d2,PHILADELPHIA,PA,19145,cat
11/10/2018,one-month-or-more,myself,TRUE,2,0,yes,no-allergies,family-member-or-friend,NA,grew-up-with-pet,100,500,2,6,inside-only,"toy-mice,wand-toys","scratching-post,nail-clip",none,website,5be71e4ac9353a2855d737d0,UPPER DARBY,PA,19082,cat
11/10/2018,today,myself,TRUE,2,0,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets,currently-pets-in-my-home-but-not-mine",150,200,NA,NA,inside-only,toy-mice,scratching-post,allergies-appear,other,5be70c7f775bd95bb052bb4a,WEST CHESTER,PA,19380,cat
11/10/2018,today,myself,FALSE,1,0,yes,no-allergies,myself,NA,grew-up-with-pet,100,500,NA,2,inside-only,wand-toys,scratching-post,becomes-aggressive,NA,NA,PHILADELPHIA,PA,19143,cat
11/10/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,myself,NA,"pet-died-in-care,euthanized-a-pet,grew-up-with-pet,currently-have-pet",100,1e3,8,NA,inside-only,"wand-toys,other-cats",scratching-post,"becomes-aggressive,litter-box-issues",NA,5be6fd085883500ddedae88a,PHILADELPHIA,PA,19130,cat
11/10/2018,today,"my-kids,myself",TRUE,1,1,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet,currently-have-pet",100,1e3,6,6,inside-only,"other-cats,wand-toys,toy-mice","nail-clip,scratching-post",none,other,5be6f15aa23b2f7539521e48,ROYERSFORD,PA,19468,cat
11/10/2018,today,myself,TRUE,0,0,yes,no-allergies,NA,NA,"euthanized-a-pet,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",150,500,9,10,inside-only,"toy-mice,wand-toys,other-cats","scratching-post,nail-clip",none,other,5be6ecd3dac5753b464c0230,SCHWENKSVILLE,PA,19473,cat
11/10/2018,next-few-weeks,myself,TRUE,3,0,yes,no-allergies,family-member-or-friend,NA,grew-up-with-pet,200,500,2,5,inside-only,not-much,scratching-post,vet-becomes-expensive,website,5be67d107aa50c19dfdf884a,PHILADELPHIA,PA,19139,cat
11/10/2018,today,myself,FALSE,3,0,yes,no-allergies,myself,NA,given-a-pet-to-a-shelter,500,500,NA,NA,inside-only,"other-cats,wand-toys","not-sure,scratching-post",none,NA,5bd8583208ec262a3f767f0b,PH3,PA,19143,cat
11/9/2018,today,myself,TRUE,2,0,yes,no-allergies,myself,NA,grew-up-with-pet,250,250,NA,NA,inside-only,toy-mice,nail-clip,"allergies-appear,becomes-aggressive",website,5be629eeb79e503e1b20a293,COLLINGDALE,PA,19023,cat
11/9/2018,today,"myself,my-kids",TRUE,1,1,yes,no-allergies,family-member-or-friend,NA,grew-up-with-pet,200,500,2,2,inside-only,"toy-mice,wand-toys",scratching-post,becomes-aggressive,website,NA,PHILADELPHIA,PA,19131,cat
11/9/2018,one-month-or-more,myself,TRUE,1,0,yes,mildly-allergic,myself,NA,"grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",200,3e3,4,8,"inside-only,leash-harness","toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,website,5be6041eaebba361581ccb62,PHILADELPHIA,PA,19143,cat
11/9/2018,today,"myself,my-kids",FALSE,0,2,yes,no-allergies,myself,NA,grew-up-with-pet,100,5e3,8,8,inside-only,"toy-mice,wand-toys",scratching-post,becomes-aggressive,NA,5be601c4db6b8a225c8fd99c,PHILADELPHIA,PA,19114,cat
11/9/2018,one-month-or-more,"myself,mouser",FALSE,2,0,yes,no-allergies,company,yes,"pet-ran-away,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",300,2e3,8,12,inside-only,"toy-mice,wand-toys",scratching-post,becomes-aggressive,NA,59610ff4714ce39a3fd2f42a,PHILADELPHIA,PA,19145,cat
11/9/2018,today,myself,FALSE,0,1,yes,mildly-allergic,myself,NA,"euthanized-a-pet,currently-have-pet",50,45,NA,2,inside-only,toy-mice,scratching-post,vet-becomes-expensive,NA,5be5f1c08dc99837c5e8386c,PHILADELPHIA,PA,19143,cat
11/9/2018,one-month-or-more,myself,FALSE,0,0,yes,no-allergies,company,havent-asked,"grew-up-with-pet,lived-wit-previous-housemates-pets,pet-died-in-care",60,200,9,14,inside-only,not-much,"scratching-post,not-sure","becomes-aggressive,litter-box-issues",NA,5be5eb79628ef254e0d16fa9,PHILADELPHIA,PA,19148,cat
11/9/2018,today,myself,TRUE,4,0,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,currently-have-pet",600,2e3,5,5,inside-only,"other-cats,toy-mice",nail-clip,none,NA,5be5e674a1aa3c5dfe89e305,MONTGOMERY VILLAGE,MD,20886,cat
11/9/2018,one-month-or-more,myself,FALSE,0,0,yes,no-allergies,company,havent-asked,"given-pet-to-another,pet-died-in-care,euthanized-a-pet,grew-up-with-pet,lived-wit-previous-housemates-pets",100,1e3,10,12,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,NA,5be5e18b84bf53754704d527,PHILADELPHIA,PA,19148,cat
11/9/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,yes,grew-up-with-pet,200,1e4,8,8,inside-only,"toy-mice,wand-toys",declaw,none,NA,5be5b4587eb8784dd4e08ee7,PHILADELPHIA,PA,19106,cat
11/9/2018,today,my-kids,FALSE,1,1,yes,no-allergies,company,havent-asked,"euthanized-a-pet,grew-up-with-pet",75,75,6,6,inside-only,"toy-mice,wand-toys",scratching-post,none,NA,5be5a0593a4fcd2638760750,BENSALEM,PA,19020,cat
11/8/2018,today,myself,TRUE,2,0,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,currently-have-pet",300,500,2,5,inside-only,"other-cats,toy-mice,wand-toys","nail-clip,scratching-post",becomes-aggressive,website,5be4f55bf8e729218a6daa57,PENNSAUKEN,NJ,08110,cat
11/8/2018,next-few-weeks,myself,FALSE,0,0,yes,no-allergies,myself,NA,currently-have-pet,200,1e3,8,8,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,NA,5be4e98be59416202aa90861,WEST CHESTER,PA,19382,cat
11/8/2018,one-month-or-more,myself,FALSE,0,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",200,200,10,12,inside-only,"other-cats,wand-toys,toy-mice","nail-clip,scratching-post",becomes-aggressive,NA,5be4e70eb2f6415316605f88,PHILADELPHIA,PA,19145,cat
11/8/2018,one-month-or-more,myself,TRUE,3,0,yes,mildly-allergic,company,havent-asked,grew-up-with-pet,100,50,4,12,inside-only,"toy-mice,wand-toys","scratching-post,nail-clip",none,website,5be4d407d1d6132ceefc0527,PHILADELPHIA,PA,19104,cat
11/8/2018,today,"myself,my-kids",TRUE,0,1,yes,no-allergies,company,yes,grew-up-with-pet,200,500,NA,NA,inside-only,toy-mice,scratching-post,none,website,5be4c38d56f0e905e3f70480,PHILADELPHIA,PA,19111,cat
11/8/2018,today,myself,FALSE,1,0,yes,no-allergies,myself,NA,"grew-up-with-pet,euthanized-a-pet,lived-wit-previous-housemates-pets,pet-died-in-care",250,2e3,NA,NA,inside-only,"toy-mice,wand-toys",not-sure,none,NA,5be4bc9b9ce7ab3540f166ba,PHILADELPHIA,PA,19147,cat
11/8/2018,one-month-or-more,"my-kids,myself,mouser",TRUE,1,2,yes,mildly-allergic,myself,NA,never-lived-with-or-owned-a-pet-before,150,500,NA,NA,inside-only,"toy-mice,wand-toys,other-cats",not-sure,none,website,5be4ae906e09158219f47290,PHILADELPHIA,PA,19136,cat
11/8/2018,today,myself,TRUE,1,0,yes,no-allergies,family-member-or-friend,NA,"lived-wit-previous-housemates-pets,grew-up-with-pet",100,600,6,6,inside-only,"toy-mice,wand-toys",scratching-post,none,website,5be491734556bc86e076c09b,PHILADELPHIA,PA,19122,cat
11/8/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",400,1e3,6,NA,inside-only,"toy-mice,wand-toys,other-cats","nail-clip,scratching-post",none,other,5be46c7d4f5c7a75616d6caa,PHILADELPHIA,PA,19104,cat
11/8/2018,next-few-weeks,myself,TRUE,1,0,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",80,1e3,9,10,inside-only,"toy-mice,wand-toys",scratching-post,moving-too-far,insta,5be46901ff63cc6327a230ac,PHILADELPHIA,PA,19104,cat
11/8/2018,today,myself,TRUE,0,0,yes,no-allergies,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",200,1e3,NA,NA,inside-only,"toy-mice,wand-toys","scratching-post,nail-clip",none,website,5be465a3beca4e6e6430cbc1,HATBORO,PA,19040,cat
11/8/2018,today,myself,FALSE,1,0,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",500,5e3,4,6,inside-only,"toy-mice,wand-toys,not-much","nail-clip,scratching-post",becomes-aggressive,NA,5be4635f369d710e0d84eb34,PHILADELPHIA,PA,19103,cat
11/7/2018,today,myself,TRUE,2,0,yes,no-allergies,company,yes,"grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",400,500,3,3,inside-only,"toy-mice,other-cats","scratching-post,nail-clip",none,website,5be3b53515847c5dd28da6ac,PHILADELPHIA,PA,19146,cat
